ISO3,Year,Health_Expenditure,Education_Expenditure,Dependency_Ratio,Dependency_Ratio_Old,Dependency_Ratio_Young,Life_Expectancy,Mortality_Rate,average_schooling,learning_scores,GDP_percapita,trade_gdp,gov_consumption_gdp,Population,income_level,Region
GRC,2021,9.18476486,4.08201456069946,58.3823438839074,36.1728657951338,22.2094780887736,80.0829268292683,3.3,11.553857,468.63623,20654.7001960815,88.0126627401059,21.4974385558012,10569207.0,High income,Europe & Central Asia
GRC,2020,9.5242157,4.49500036239624,57.6385194008422,35.3006788331396,22.3378405677026,81.2878048780488,3.4,11.41,468.63623,17886.733165236,70.2937864486395,22.7274940590434,10698599.0,High income,Europe & Central Asia
GRC,2019,8.1982832,3.58612990379333,57.2897286477691,34.8041078249776,22.4856208227914,81.6390243902439,3.5,11.12,473.75497,19335.3602002969,80.590100891173,19.9791204523634,10721582.0,High income,Europe & Central Asia
GRC,2018,8.12024307,3.59734010696411,56.9000604480465,34.3558336019507,22.5442268460958,81.7878048780488,3.6,10.83,473.75497,19873.4015238771,79.2381636063709,19.6597104516787,10732882.0,High income,Europe & Central Asia
GRC,2017,8.13515854,3.47708988189697,56.436632254429,33.8784511452943,22.5581811091346,81.2878048780488,3.6,10.54,474.0,18631.9930129293,70.8826066741577,20.4384126534599,10754679.0,High income,Europe & Central Asia
GRC,2016,8.44874573,4.01561069488525,55.851580185391,33.3505055933744,22.5010745920166,81.3878048780488,3.6,10.25,488.7184,17919.2426377048,63.6576625890375,20.6180603140124,10775971.0,High income,Europe & Central Asia
GRC,2015,8.22004509,3.66139006614685,55.1924638263983,32.713766269677,22.4786975567213,81.0365853658537,3.6,10.74,488.7184,17980.7298238137,65.2718011391214,20.7679837462522,10820883.0,High income,Europe & Central Asia
GRC,2014,7.8914113,4.32135677337646,54.5221040368717,31.9815431678696,22.5405608690021,81.3853658536585,3.6,10.6,488.7184,21474.7257123892,66.4335682565667,20.7227080595732,10892413.0,High income,Europe & Central Asia
GRC,2013,8.43796444,4.49511909484863,53.7320344476507,31.1945667531886,22.537467694462,81.2853658536585,3.5,10.502501,488.7184,21573.3449762805,62.9547463104465,20.9297924686921,10965211.0,High income,Europe & Central Asia
GRC,2012,8.92415524,4.58220291137695,52.8110001674071,30.3927287216601,22.418271445747,80.6341463414634,3.4,10.405001,488.7184,21624.346052551,62.3942789758861,22.557839474738,11045011.0,High income,Europe & Central Asia
GRC,2011,9.19330311,4.51630020141602,51.8715656781089,29.6261792035129,22.2453864745961,80.7317073170732,3.4,10.3075,488.7184,25504.7866510124,56.2929962856516,22.0783071279586,11104899.0,High income,Europe & Central Asia
GRC,2010,9.59662342,4.14056491851807,51.0371347687828,28.9355270010858,22.101607767697,80.3878048780488,3.3,10.21,488.7184,26653.0488008626,50.9225173052303,22.4102559565882,11121341.0,High income,Europe & Central Asia
GRC,2009,9.40688515,4.1299352645874,50.4142717154432,28.4027131134176,22.0115586020256,80.1878048780488,3.3,10.155001,488.7184,29425.4573200263,46.3779593986083,23.6284806116531,11107017.0,High income,Europe & Central Asia
GRC,2008,8.82774162,3.77288317680359,50.0289146353289,28.0725084251966,21.9564062101323,79.9390243902439,3.4,10.1,488.7184,31695.8331092209,57.1052836264926,21.0036498022038,11077841.0,High income,Europe & Central Asia
GRC,2007,8.39808273,3.59139657020569,49.9217313970267,27.8926884260982,22.0290429709285,79.4390243902439,3.5,10.06,488.7184,28440.7625328955,54.5256818189044,20.8256340521222,11048473.0,High income,Europe & Central Asia
GRC,2006,8.25866985,3.64772200584412,49.9652587360059,27.7275838559945,22.2376748800113,79.4390243902439,3.7,10.1,488.7184,24416.0232970275,51.1047465834807,20.4905653377788,11020362.0,High income,Europe & Central Asia
GRC,2005,8.56466961,3.96395993232727,49.9778663729531,27.483167045616,22.494699327337,79.2390243902439,3.9,9.75,488.7184,22054.1315756886,50.3555334391407,20.4795823716794,10987314.0,High income,Europe & Central Asia
GRC,2004,8.0939045,3.66719007492065,49.9237390044235,27.1410317274481,22.7827072769754,79.0390243902439,4.1,9.620714,488.7184,21449.2552764245,49.825317672568,19.6428208434707,10955141.0,High income,Europe & Central Asia
GRC,2003,8.44915581,3.42933988571167,49.81394017461,26.7158028018098,23.0981373728002,78.8414634146341,4.4,9.491428,488.7184,18020.612039764,47.8943121550822,19.4825367880777,10928070.0,High income,Europe & Central Asia
GRC,2002,8.23377991,3.42430996894836,49.6012356692461,26.2318853108803,23.3693503583658,78.6414634146341,4.8,9.362143,488.7184,13782.195640943,50.0533371904633,19.7788964081303,10902022.0,High income,Europe & Central Asia
GRC,2001,7.9878397,3.36457991600037,49.2575277803581,25.7683879120197,23.4891398683384,78.3878048780488,5.1,9.232857,488.7184,12156.9572824221,56.8576339551067,19.3185597563907,10862132.0,High income,Europe & Central Asia
GRC,2000,7.24332571,3.23019003868103,48.9160603436348,25.3534855466444,23.5625747969904,77.8878048780488,5.5,9.103572,488.7184,11638.2010697215,59.1126577488086,18.942080044244,10805808.0,High income,Europe & Central Asia
GTM,2022,7.44098806,3.22940993309021,59.6014318443178,7.38937008507723,52.2120617592405,71.206,18.4,5.8473,405.25757,5358.08963795,54.4328380814561,11.4755424721517,17847877.0,Upper middle income,Latin America & Caribbean
GTM,2021,6.97680426,3.10634994506836,60.8832620120909,7.36332329868898,53.519938713402,67.858,19.0,5.7915335,405.25757,4913.94712869347,49.2478694245442,11.2293378677109,17598650.0,Upper middle income,Latin America & Caribbean
GTM,2020,6.45951891,3.29503011703491,62.2054538401565,7.37243018693789,54.8330236532186,69.971,19.7,5.7357664,405.25757,4477.61761796418,41.1407616494521,11.4719704888172,17357325.0,Upper middle income,Latin America & Caribbean
GTM,2019,6.17443275,3.19297003746033,63.4502854678952,7.30418232637222,56.146103141523,71.639,20.4,5.68,405.25757,4511.99755157656,45.5167427491815,11.1070048234102,17103803.0,Upper middle income,Latin America & Caribbean
GTM,2018,6.10662699,3.13193988800049,64.5800677559675,7.19927671735663,57.3807910386109,71.496,21.0,5.4933925,405.25757,4352.94651790253,47.011682071395,11.120258551506,16845685.0,Upper middle income,Latin America & Caribbean
GTM,2017,6.13563824,2.95009994506836,65.7208767382211,7.10841874270917,58.6124579955119,71.583,21.7,5.3067846,405.0,4324.99607911366,46.0694204013621,10.572823006819,16567357.0,Upper middle income,Latin America & Caribbean
GTM,2016,6.07008219,2.94474005699158,66.9557228820458,7.03884381892451,59.9168790631213,71.215,22.5,5.1201773,369.49225,4060.13755621218,46.3727375188895,10.440352787248,16268760.0,Upper middle income,Latin America & Caribbean
GTM,2015,6.00602007,3.03032994270325,68.2484082404697,6.98548628804058,61.2629219524291,70.915,23.3,4.93357,369.49225,3893.50521848131,49.8934533224826,11.0881085257885,15971743.0,Upper middle income,Latin America & Caribbean
GTM,2014,5.8885684,2.98562002182007,69.5871817440447,6.93561229973097,62.6515694443138,70.942,24.1,5.84,369.49225,3689.14472473545,55.0832792812572,11.2553849306527,15681725.0,Upper middle income,Latin America & Caribbean
GTM,2013,5.77188921,2.88808989524841,71.0381612271972,6.89115188405185,64.1470093431454,70.878,25.1,4.9,369.49225,3444.15971843874,56.6852207524472,11.2879486082846,15387337.0,Upper middle income,Latin America & Caribbean
GTM,2012,6.07316971,3.00524997711182,72.5972732426122,6.86376690383237,65.7335063387799,70.722,26.1,4.8,369.49225,3286.61959336267,61.9594193352042,10.5135030709737,15089647.0,Upper middle income,Latin America & Caribbean
GTM,2011,5.96306896,2.96865010261536,74.2499171577809,6.85617872197162,67.3937384358093,70.321,27.1,4.6083336,369.49225,3168.98370607705,65.0470510420457,10.3584830794978,14792126.0,Upper middle income,Latin America & Caribbean
GTM,2010,6.1247797,2.8486499786377,75.9881537818837,6.8607060784872,69.1274477033965,69.885,28.2,4.416667,369.49225,2805.25960237322,63.1251925746222,10.6462476186343,14500112.0,Upper middle income,Latin America & Caribbean
GTM,2009,6.33938646,3.23686003684998,77.763131897951,6.87134078785135,70.8917911100996,69.676,29.3,4.225,369.49225,2611.64632773352,58.0406869738673,10.3456302167651,14215611.0,Upper middle income,Latin America & Caribbean
GTM,2008,6.08129978,3.23686003684998,79.5368201134386,6.88620432336271,72.6506157900758,69.493,30.4,4.0333333,369.49225,2763.05988172926,65.1787305213103,9.16134519080737,13935174.0,Upper middle income,Latin America & Caribbean
GTM,2007,6.1918335,3.08808994293213,81.2868486815643,6.9085862548799,74.3782624266844,69.299,31.6,3.8416667,369.49225,2458.81573919384,69.0013643101763,8.79868760763897,13652040.0,Upper middle income,Latin America & Caribbean
GTM,2006,6.36362219,3.03285002708435,82.9981312024304,6.94124615983387,76.0568850425966,68.79,32.8,3.65,369.49225,2225.1234753878,67.9119237396616,8.50696938888144,13367459.0,Upper middle income,Latin America & Caribbean
GTM,2005,6.14826393,3.03285002708435,84.6598327799119,6.98233745227111,77.6774953276408,68.167,34.0,3.7,369.49225,2046.46611650758,67.1036996082037,8.61352510250589,13087629.0,Upper middle income,Latin America & Caribbean
GTM,2004,6.26182795,3.03285002708435,86.2506893109682,7.0274671515693,79.2232221593989,68.245,35.3,3.75,369.49225,1840.91184884,70.2148723581872,8.9066313301877,12807402.0,Upper middle income,Latin America & Caribbean
GTM,2003,6.15306854,3.03285002708435,87.7262698847206,7.0721061711406,80.65416371358,68.204,36.6,3.8,369.49225,1722.54701910774,67.0023391862425,9.75241609376197,12525842.0,Upper middle income,Latin America & Caribbean
GTM,2002,6.01301289,3.03285002708435,89.0023823387477,7.1086815312958,81.8937008074519,67.835,37.9,3.85,369.49225,1669.33517469705,67.1048115244645,9.82093278550152,12246915.0,Upper middle income,Latin America & Caribbean
GTM,2001,6.07023716,3.03285002708435,90.0103391570531,7.13060531772072,82.8797338393324,67.436,39.3,3.8835146,369.49225,1537.68663578252,70.6690331769476,10.2195681687394,11969422.0,Upper middle income,Latin America & Caribbean
GTM,2000,5.39686108,3.03285002708435,90.7630641286588,7.13101644960593,83.6320476790529,67.102,40.8,3.9170294,369.49225,1648.96578971559,49.1455879049537,7.00261473951945,11697592.0,Upper middle income,Latin America & Caribbean
IND,2022,3.3058846,4.12072849273682,47.4637059570602,9.87859325809253,37.5851126989677,71.698,25.6,6.57,399.0,2352.61392452078,49.9653199690324,10.7001350622494,1425423212.0,Lower middle income,South Asia
IND,2021,3.34680939,4.63514137268066,48.0405766189907,9.69042628572764,38.3501503332631,67.282,26.8,6.5299997,399.0,2239.61384367482,45.4230887840446,10.4763782400684,1414203896.0,Lower middle income,South Asia
IND,2020,3.34146094,4.04014158248901,48.725925362152,9.54352404153678,39.1824013206153,70.156,28.2,6.49,399.0,1907.04251637669,37.7581053292768,11.6124524106018,1402617695.0,Lower middle income,South Asia
IND,2019,2.95299792,3.89732360839844,49.3781313856783,9.2965077293909,40.0816236562874,70.746,29.7,6.28138,399.0,2041.42863698585,39.9054035306442,11.0026755133718,1389030312.0,Lower middle income,South Asia
IND,2018,2.8584938,4.3769326210022,50.0307900245271,9.03074254846896,41.0000474760581,70.415,31.3,6.24,399.0,1966.25455171679,43.6169693323889,10.8232185258548,1374659064.0,Lower middle income,South Asia
IND,2017,2.93597651,4.30639696121216,50.7672033452389,8.78174521944322,41.9854581257956,70.068,33.0,6.0139446,355.0,1950.10468280866,40.7424969545225,10.7671989547856,1359657400.0,Lower middle income,South Asia
IND,2016,3.50430417,4.256516456604,51.5768937298059,8.5515603801864,43.0253333496195,69.709,34.7,5.78789,355.0,1707.50892912243,40.082485713276,10.3085480747222,1343944296.0,Lower middle income,South Asia
IND,2015,3.59565973,4.11499166488647,52.3977058192572,8.33495531190129,44.0627505073559,69.326,36.6,5.690312,355.0,1583.99815907985,41.9229138658647,10.4282907091862,1328024498.0,Lower middle income,South Asia
IND,2014,3.61956549,3.89878034591675,53.2421090234343,8.13279560233489,45.1093134210994,68.932,38.5,5.592734,355.0,1553.88396075118,48.9221857470669,10.4408568081213,1312277191.0,Lower middle income,South Asia
IND,2013,3.74944186,3.84467005729675,54.1378376565175,7.98839036172002,46.1494472947975,68.499,40.5,5.4951563,355.0,1432.84397512195,53.8441319466777,10.2951601419598,1295829511.0,Lower middle income,South Asia
IND,2012,3.32935286,4.08479833602905,55.060078071414,7.89781181625837,47.1622662551556,68.076,42.5,5.3975782,355.0,1429.32199520032,55.7937217287511,10.6838562318127,1278674502.0,Lower middle income,South Asia
IND,2011,3.24634218,3.79618000984192,55.9876762675338,7.8187352403354,48.1689410271984,67.623,44.6,5.3,355.0,1445.46127486037,55.6238800135298,11.0844615855594,1261224954.0,Lower middle income,South Asia
IND,2010,3.33625913,3.377690076828,56.9435299366504,7.7537122163073,49.1898177203431,67.162,46.7,5.063276,355.0,1347.51939071367,49.2552064974161,11.0076078674499,1243481564.0,Lower middle income,South Asia
IND,2009,3.54637694,3.27824997901917,57.9164697840483,7.70331417311134,50.2131556109369,66.7,48.7,4.956186,355.0,1094.94974598436,46.2728696428837,11.459667419691,1225524753.0,Lower middle income,South Asia
IND,2008,3.58856082,3.14284992218018,58.8878284434793,7.66169656295134,51.226131880528,66.247,50.8,4.8490963,355.0,992.519584923828,53.3682204392226,10.5384811563533,1207930964.0,Lower middle income,South Asia
IND,2007,3.58103991,3.14284992218018,59.8780645451957,7.626189156999,52.2518753881967,65.803,52.8,4.742007,355.0,1021.88707706826,45.686268679348,9.86211572842642,1190676021.0,Lower middle income,South Asia
IND,2006,3.66901541,3.14284992218018,60.9024728456723,7.59765244485906,53.3048204008132,65.373,54.8,4.634917,355.0,801.668353659022,45.7244804992652,9.80247046783494,1172878890.0,Lower middle income,South Asia
IND,2005,3.85508275,3.18875002861023,61.9081709086155,7.56868087880033,54.3394900298151,64.939,56.7,4.5278273,355.0,710.488080408949,42.0016696148691,10.3661401972455,1154676322.0,Lower middle income,South Asia
IND,2004,4.02679491,3.35254001617432,62.8827039448926,7.53499082137635,55.3477131235162,64.484,58.6,4.4507976,355.0,624.258826510066,37.503814059447,10.4047023481415,1135991513.0,Lower middle income,South Asia
IND,2003,4.07877731,3.61340999603271,63.8360537864219,7.49282370529032,56.3432300811316,64.086,60.5,4.3737683,355.0,544.143133545002,30.592436132908,10.8762099129119,1116803006.0,Lower middle income,South Asia
IND,2002,4.31453371,4.32479000091553,64.7352214074379,7.43989763750713,57.2953237699307,63.649,62.4,4.296739,355.0,469.149928973927,29.5086629350614,11.3140950692424,1097600380.0,Lower middle income,South Asia
IND,2001,4.33754253,4.32479000091553,65.6393614041737,7.38964284086494,58.2497185633088,63.158,64.3,4.2197094,355.0,450.357900514128,25.9932547534365,11.7614498890899,1077898575.0,Lower middle income,South Asia
IND,2000,4.10568476,4.32479000091553,66.5658129376285,7.34653079538106,59.2192821422475,62.749,66.3,4.14268,355.0,442.750218937263,26.9009229104474,11.9478354691139,1057922733.0,Lower middle income,South Asia
IDN,2022,2.69394851,0.863943338394165,47.2726576874372,10.0508673607854,37.2217903266518,70.925,17.5,8.697224,394.9151,4730.74548910499,45.4658986816744,7.68328058924418,278830529.0,Upper middle income,East Asia & Pacific
IDN,2021,3.70634937,1.03221750259399,47.6279810142978,9.87189859305212,37.7560824212457,67.452,18.0,8.697224,394.9151,4287.17313989405,40.2047582749671,9.24694161503832,276758053.0,Upper middle income,East Asia & Pacific
IDN,2020,3.42067289,1.01593220233917,48.0216798448748,9.78113237612511,38.2405474687497,68.817,18.6,8.56,394.9151,3853.70288778903,32.9721754002427,9.65575053126545,274814866.0,Upper middle income,East Asia & Pacific
IDN,2019,2.87862897,0.964399099349976,48.3187310528364,9.61947648774002,38.6992545650964,70.349,19.3,8.360001,402.90552,4106.94856173421,37.6277775357108,8.80847129067065,272489381.0,Upper middle income,East Asia & Pacific
IDN,2018,2.86757827,0.99443644285202,48.5572855648717,9.43481281546814,39.1224727494036,70.08,19.9,8.16,402.90552,3860.95353077708,43.0743089552002,9.02123180420785,269951846.0,Upper middle income,East Asia & Pacific
IDN,2017,2.90417194,1.05324387550354,48.813317657578,9.28361959747885,39.5296980600991,69.953,20.7,8.23959,403.0,3798.88326177649,39.3554970704606,9.12057115207813,267346658.0,Upper middle income,East Asia & Pacific
IDN,2016,3.02147198,1.21023452281952,49.0806241774761,9.1663169371872,39.9143072402889,69.733,21.5,7.98,397.8539,3521.46943456251,37.4213418023318,9.52781009028137,264627418.0,Upper middle income,East Asia & Pacific
IDN,2015,2.92428517,3.58360004425049,49.3596437927725,9.0838257161931,40.2758180765794,69.52,22.3,7.91,397.8539,3288.22269737572,41.9376402415294,9.74941376966575,261799249.0,Upper middle income,East Asia & Pacific
IDN,2014,2.96433568,3.28800988197327,49.6839805094095,9.04291888407228,40.6410616253372,69.292,23.2,7.8,397.8539,3441.06808455308,48.0801755855227,9.42502571858678,258877399.0,Upper middle income,East Asia & Pacific
IDN,2013,2.86934805,3.35904002189636,50.043914325018,9.01716935047299,41.026744974545,69.064,24.1,7.7033334,397.8539,3566.60284506078,48.6373726752893,9.51771996272397,255852467.0,Upper middle income,East Asia & Pacific
IDN,2012,2.91427088,3.40748000144958,50.3950625185566,8.98164135748601,41.4134211610706,68.862,25.1,7.606667,397.8539,3632.272540431,49.5828982992627,9.24878837149556,252698525.0,Upper middle income,East Asia & Pacific
IDN,2011,2.98942471,3.18944001197815,50.7251147654356,8.93762534344079,41.7874894219948,68.629,26.1,7.51,397.8539,3579.46442452684,50.1800131841104,9.05867718048359,249470032.0,Upper middle income,East Asia & Pacific
IDN,2010,2.7908783,2.81227993965149,51.0659039313865,8.8843636472831,42.1815402841034,68.364,27.1,7.4100003,397.8539,3065.68348366636,46.7012738758737,9.00591499311107,246305322.0,Upper middle income,East Asia & Pacific
IDN,2009,2.62324095,3.52513003349304,51.4312184816146,8.82440575363353,42.6068127279811,68.267,28.2,7.31,397.8539,2218.48541852977,45.5121213687054,9.58917814654342,243220028.0,Upper middle income,East Asia & Pacific
IDN,2008,2.54842305,2.90190005302429,51.796391603422,8.75285761604214,43.0435339873799,68.085,29.3,7.07,397.8539,2124.55483920617,58.5613996312701,8.42378092010223,240157903.0,Upper middle income,East Asia & Pacific
IDN,2007,2.82385564,3.04425001144409,52.1311902636998,8.66853150568927,43.4626587580105,67.914,30.5,7.02,397.8539,1823.21976255073,54.8292499782075,8.34646967931201,237062337.0,Upper middle income,East Asia & Pacific
IDN,2006,2.61946416,2.8728199005127,52.4846088421651,8.57254922040668,43.9120596217585,67.664,31.8,7.59,397.8539,1558.31562847164,56.6571268148865,8.62716880197773,233951652.0,Upper middle income,East Asia & Pacific
IDN,2005,2.53189397,2.8728199005127,52.8815735759382,8.46411621560027,44.4174573603379,67.531,33.2,7.316875,397.8539,1238.21447629488,63.9879358688635,8.10950772075692,230871650.0,Upper middle income,East Asia & Pacific
IDN,2004,2.12002277,2.74847006797791,53.3540032243905,8.34791388492726,45.0060893394633,65.521,36.7,7.0437503,397.8539,1126.84004447173,59.761294836691,8.32186800551366,227926649.0,Upper middle income,East Asia & Pacific
IDN,2003,2.24837184,3.21799993515015,53.9272699970922,8.22365818571774,45.7036118113745,67.134,36.1,6.770625,397.8539,1043.2105838671,53.6164937473016,8.12948626357009,225048008.0,Upper middle income,East Asia & Pacific
IDN,2002,1.98062706,2.64568996429443,54.5155741469321,8.08680676850844,46.4287673784237,66.954,37.7,6.4975,397.8539,881.002913569131,59.0794617663723,7.25745833839691,222088495.0,Upper middle income,East Asia & Pacific
IDN,2001,2.11850214,2.46003007888794,55.1131405443784,7.94607272599144,47.167067818387,66.583,39.5,6.2243752,397.8539,732.307093405708,69.7932075256238,6.8890593699167,219097902.0,Upper middle income,East Asia & Pacific
IDN,2000,1.85297656,2.46003007888794,55.8008907117312,7.80951880069408,47.9913719110371,66.292,41.3,5.95125,397.8539,763.711124950924,71.4368759173731,6.53199497269296,216077790.0,Upper middle income,East Asia & Pacific
IRN,2022,5.34889174,3.06036734580994,44.6136576243103,11.032576380602,33.5810812437083,76.799,11.0,10.846712,432.10822,4405.09291519791,51.597506811024,12.7321823762365,89524246.0,Upper middle income,Middle East & North Africa
IRN,2021,5.77013779,3.20495009422302,44.8342885799624,10.725242871787,34.1090457081754,73.752,11.4,10.846712,432.10822,4334.79268631354,44.3738340508665,14.2335765896255,88455488.0,Upper middle income,Middle East & North Africa
IRN,2020,5.40149546,3.20495009422302,44.9349216202493,10.4778613494491,34.4570602708002,74.141,11.7,10.73718,432.10822,2988.78122414716,43.8101646870977,14.4316679808889,87723443.0,Upper middle income,Middle East & North Africa
IRN,2019,6.27398872,3.24005007743835,44.7786947808427,10.1576571036537,34.621037677189,76.855,12.1,10.628754,432.10822,3831.27894763337,50.7543343501077,15.3002757124463,87051648.0,Upper middle income,Middle East & North Africa
IRN,2018,7.73915195,3.61979007720947,44.3383750252204,9.75212743986881,34.5862475853516,76.621,12.5,10.521422,432.10822,4631.78709016514,58.5650897152156,15.7471688919778,86117998.0,Upper middle income,Middle East & North Africa
IRN,2017,7.83454609,3.45956993103027,43.6705219756192,9.33970407913464,34.3308178964846,76.396,13.0,10.4151745,432.0,5753.11544659399,44.7448707659087,16.0623126390332,85026754.0,Upper middle income,Middle East & North Africa
IRN,2016,7.99202633,3.17396998405457,42.8934477448489,8.93238653012797,33.9610612147209,76.155,13.5,10.31,450.3042,5477.03712389913,40.3878469208426,15.7806947510813,83812228.0,Upper middle income,Middle East & North Africa
IRN,2015,7.53311825,2.62911009788513,42.0407182749515,8.53181837194809,33.5088999030034,75.907,13.9,10.215,450.3042,4952.73355532178,39.42258866118,15.5688232193039,82619362.0,Upper middle income,Middle East & North Africa
IRN,2014,6.35239553,2.61668992042542,41.2091454936804,8.14872592002641,33.060419573654,75.635,14.4,10.12,450.3042,5672.06372896319,45.3514201413161,12.8201259776576,81502045.0,Upper middle income,Middle East & North Africa
IRN,2013,5.54722023,2.85279011726379,40.6107006323808,7.84537158439599,32.7653290479848,75.349,15.0,10.04,450.3042,6222.74194840326,47.0867179194755,12.973939207079,80414686.0,Upper middle income,Middle East & North Africa
IRN,2012,6.12235117,2.93899989128113,40.2675281790404,7.61560870519685,32.6519194738435,75.039,15.7,9.89,450.3042,8114.08099831877,44.0893466807452,13.3279001556293,79370580.0,Upper middle income,Middle East & North Africa
IRN,2011,6.09787989,3.48497009277344,40.0885727340065,7.40813275311899,32.6804399808875,74.721,16.4,9.8,450.3042,8025.68743364356,41.2194147918578,13.2008336811217,78383598.0,Upper middle income,Middle East & North Africa
IRN,2010,6.29153061,3.70918011665344,40.0629628816199,7.22647739400766,32.8364854876123,74.39,17.2,9.71,450.3042,6291.19443652344,43.7706437373524,10.8045401697855,77420842.0,Upper middle income,Middle East & North Africa
IRN,2009,6.11493444,3.84244990348816,40.2589386476999,7.07258114919439,33.1863574985055,74.041,18.1,9.55,450.3042,5415.52280554144,43.6995802244165,11.1823199504617,76457825.0,Upper middle income,Middle East & North Africa
IRN,2008,5.03990459,3.91375994682312,40.7584832601421,6.94410307353857,33.8143801866036,73.683,19.2,9.39,450.3042,5377.41150725587,48.2294027737655,10.0527121231927,75514204.0,Upper middle income,Middle East & North Africa
IRN,2007,4.91188192,4.59680986404419,41.6366525331215,6.83865644215434,34.7979960909671,73.299,20.5,9.63,450.3042,4687.99166265915,49.8873069219141,9.47709713702345,74602648.0,Upper middle income,Middle East & North Africa
IRN,2006,5.15990877,4.28998994827271,42.9687321027924,6.78513478491715,36.1835973178753,72.895,21.8,9.87,450.3042,3618.9160136791,53.1673587139261,12.4659204560693,73392747.0,Upper middle income,Middle East & North Africa
IRN,2005,5.29996157,4.05650997161865,44.7919748324646,6.7870314398256,38.004943392639,72.446,23.3,9.559948,450.3042,3132.05081925856,54.4404952626169,12.0762428705559,71828455.0,Upper middle income,Middle East & North Africa
IRN,2004,5.12801409,4.29662990570068,47.0765649654044,6.80599730383174,40.2705676615727,72.04,24.8,9.339647,450.3042,2672.42266512669,51.3138573270476,11.2363034938147,70256316.0,Upper middle income,Middle East & North Africa
IRN,2003,4.95589161,4.36322021484375,49.8293700066519,6.82982734248663,42.9995426641652,70.464,26.4,9.119347,450.3042,2208.99636553529,50.6791057749094,11.4195212230258,68769340.0,Upper middle income,Middle East & North Africa
IRN,2002,4.65182209,4.48487997055054,52.8371003545029,6.78030326779443,46.0567970867084,71.112,28.1,8.899047,450.3042,1891.25756092031,48.1726865518116,11.7171068008002,68011317.0,Upper middle income,Middle East & North Africa
IRN,2001,5.16087341,4.07168006896973,56.3422902016049,6.72252328260376,49.6197669190011,70.619,29.8,8.678746,450.3042,1881.02266634748,40.53556648018,12.8715629189835,67452005.0,Upper middle income,Middle East & North Africa
IRN,2000,4.72250843,4.03064012527466,60.6492581468016,6.74420024393445,53.9050579028671,70.166,31.5,8.458446,450.3042,1650.01385832603,41.2572474648948,12.9321140865271,66418659.0,Upper middle income,Middle East & North Africa
IRL,2022,6.11978531,3.00598001480103,52.9466295894064,23.1896707932489,29.7569587961576,82.509756097561,3.3,11.724999,521.32855,106194.755859223,232.129490581307,11.0608483578787,5165700.0,High income,Europe & Central Asia
IRL,2021,6.59614468,3.00598001480103,53.044816974069,22.7326285535838,30.3121884204851,82.2536585365854,3.2,11.724999,521.32855,105561.137468992,224.418835854724,11.685370111011,5033164.0,High income,Europe & Central Asia
IRL,2020,7.06342745,3.25081992149353,53.0535763132357,22.2878973523607,30.765678960875,82.4560975609756,3.1,11.650543,521.32855,87567.1148972037,250.10845231469,12.6067388132502,4985382.0,High income,Europe & Central Asia
IRL,2019,6.71554708,3.2961699962616,53.037163393321,21.7982647261788,31.2388986671422,82.7024390243903,3.0,11.57656,537.7295,82508.4659883582,249.745765682248,11.8145031159268,4934340.0,High income,Europe & Central Asia
IRL,2018,6.47943211,3.37838006019592,53.0287315034168,21.352991757987,31.6757397454298,82.2048780487805,3.0,11.503047,537.7295,81248.3135388,216.423647734722,11.7534973694787,4867316.0,High income,Europe & Central Asia
IRL,2017,7.10795546,3.49044990539551,52.9415900509117,20.9102393898354,32.0313506610763,82.1560975609756,3.0,11.43,538.0,72499.3268743015,225.953602553095,11.9231267822528,4807388.0,High income,Europe & Central Asia
IRL,2016,7.4818964,3.74674010276794,52.7774618565246,20.4600991457275,32.3173627107971,81.6536585365854,3.1,11.358334,513.6354,64292.659966313,229.764433064961,12.5240695012169,4755335.0,High income,Europe & Central Asia
IRL,2015,7.32119417,3.74868988990784,52.5046737823192,19.9937661279546,32.5109076543646,81.4536585365854,3.2,11.286667,513.6354,64311.8234684057,216.205677349797,12.1030993591123,4701957.0,High income,Europe & Central Asia
IRL,2014,9.49471951,4.86511993408203,52.0464573784336,19.454639290689,32.5918180877446,81.3487804878049,3.3,11.215,513.6354,57278.2590911107,201.6549599218,15.9698382433587,4657740.0,High income,Europe & Central Asia
IRL,2013,10.28716469,5.34578990936279,51.3979987426655,18.8452823763621,32.5527163663034,80.9487804878049,3.3,11.143333,513.6354,52619.2123745817,189.817861757825,16.8177627364232,4623816.0,High income,Europe & Central Asia
IRL,2012,10.6218853,5.76235008239746,50.5369478087777,18.1882478927597,32.348699916018,80.8463414634146,3.4,11.071667,513.6354,49411.7387476787,190.063317884557,18.0666348837233,4599533.0,High income,Europe & Central Asia
IRL,2011,10.5987215,5.82428979873657,49.4173482756641,17.5074446317746,31.9099036438895,80.7463414634146,3.5,11.0,513.6354,52692.7813135606,186.025845166548,18.9110634871702,4580084.0,High income,Europe & Central Asia
IRL,2010,10.52404499,6.05033016204834,48.0748648862785,16.8484959871777,31.2263688991008,80.7439024390244,3.6,11.57,513.6354,48679.4026820361,189.863837690715,18.6594786669712,4560155.0,High income,Europe & Central Asia
IRL,2009,10.52275753,6.15610980987549,46.6772507032488,16.2438657757017,30.4333849275471,80.190243902439,3.7,11.496667,513.6354,52133.0909237885,173.591493317409,20.04062843098,4535375.0,High income,Europe & Central Asia
