Country,ISO3,Year,Education_perGDP
New Zealand,NZL,2014,6.34445
New Zealand,NZL,2015,6.33739
New Zealand,NZL,2016,6.43335
New Zealand,NZL,2017,6.28367
New Zealand,NZL,2018,
New Zealand,NZL,2019,
New Zealand,NZL,2020,
Nicaragua,NIC,2000,3.0016
Nicaragua,NIC,2001,
Nicaragua,NIC,2002,2.39101
Nicaragua,NIC,2003,2.42201
Nicaragua,NIC,2004,
Nicaragua,NIC,2005,
Nicaragua,NIC,2006,
Nicaragua,NIC,2007,
Nicaragua,NIC,2008,
Nicaragua,NIC,2009,
Nicaragua,NIC,2010,4.48422
Nicaragua,NIC,2011,
Nicaragua,NIC,2012,
Nicaragua,NIC,2013,
Nicaragua,NIC,2014,4.08328
Nicaragua,NIC,2015,4.07843
Nicaragua,NIC,2016,4.08115
Nicaragua,NIC,2017,4.35768
Nicaragua,NIC,2018,
Nicaragua,NIC,2019,
Nicaragua,NIC,2020,
Nigeria,NGA,2000,
Nigeria,NGA,2001,
Nigeria,NGA,2002,
Nigeria,NGA,2003,
Nigeria,NGA,2004,
Nigeria,NGA,2005,
Nigeria,NGA,2006,
Nigeria,NGA,2007,
Nigeria,NGA,2008,
Nigeria,NGA,2009,
Nigeria,NGA,2010,
Nigeria,NGA,2011,
Nigeria,NGA,2012,
Nigeria,NGA,2013,
Nigeria,NGA,2014,
Nigeria,NGA,2015,
Nigeria,NGA,2016,
Nigeria,NGA,2017,
Nigeria,NGA,2018,
Nigeria,NGA,2019,
Nigeria,NGA,2020,
Pakistan,PAK,2000,1.83782
Pakistan,PAK,2001,
Pakistan,PAK,2002,
Pakistan,PAK,2003,
Pakistan,PAK,2004,1.76759
Pakistan,PAK,2005,2.04972
Pakistan,PAK,2006,2.39551
Pakistan,PAK,2007,2.63527
Pakistan,PAK,2008,2.74623
Pakistan,PAK,2009,2.59078
Pakistan,PAK,2010,2.28687
Pakistan,PAK,2011,2.22175
Pakistan,PAK,2012,2.13628
Pakistan,PAK,2013,2.49344
Pakistan,PAK,2014,2.46593
Pakistan,PAK,2015,2.65002
Pakistan,PAK,2016,3.00292
Pakistan,PAK,2017,2.89952
Pakistan,PAK,2018,
Pakistan,PAK,2019,
Pakistan,PAK,2020,
Peru,PER,2000,3.22803
Peru,PER,2001,3.03712
Peru,PER,2002,2.82057
Peru,PER,2003,2.9378
Peru,PER,2004,2.95787
Peru,PER,2005,2.83903
Peru,PER,2006,2.65281
Peru,PER,2007,2.6294
Peru,PER,2008,2.86775
Peru,PER,2009,3.13994
Peru,PER,2010,2.8673
Peru,PER,2011,2.6635
Peru,PER,2012,2.92276
Peru,PER,2013,3.29729
Peru,PER,2014,3.69599
Peru,PER,2015,3.96933
Peru,PER,2016,3.81317
Peru,PER,2017,3.93131
Peru,PER,2018,3.72316
Peru,PER,2019,3.84729
Peru,PER,2020,
Philippines,PHL,2000,3.1644
Philippines,PHL,2001,2.92464
Philippines,PHL,2002,2.89222
Philippines,PHL,2003,2.93518
Philippines,PHL,2004,2.46983
Philippines,PHL,2005,2.32807
Philippines,PHL,2006,2.42579
Philippines,PHL,2007,2.48518
Philippines,PHL,2008,2.58283
Philippines,PHL,2009,2.53777
Philippines,PHL,2010,
Philippines,PHL,2011,
Philippines,PHL,2012,
Philippines,PHL,2013,
Philippines,PHL,2014,
Philippines,PHL,2015,
Philippines,PHL,2016,
Philippines,PHL,2017,
Philippines,PHL,2018,
Philippines,PHL,2019,
Philippines,PHL,2020,
Puerto Rico,PRI,2000,
Puerto Rico,PRI,2001,
Puerto Rico,PRI,2002,
Puerto Rico,PRI,2003,
Puerto Rico,PRI,2004,
Puerto Rico,PRI,2005,
Puerto Rico,PRI,2006,
Puerto Rico,PRI,2007,
Puerto Rico,PRI,2008,
Puerto Rico,PRI,2009,
Puerto Rico,PRI,2010,
Puerto Rico,PRI,2011,
Puerto Rico,PRI,2012,
Puerto Rico,PRI,2013,6.48108
Puerto Rico,PRI,2014,6.07266
Puerto Rico,PRI,2015,
Puerto Rico,PRI,2016,
Puerto Rico,PRI,2017,
Puerto Rico,PRI,2018,
Puerto Rico,PRI,2019,
Puerto Rico,PRI,2020,
Romania,ROU,2000,2.86863
Romania,ROU,2001,3.26629
Romania,ROU,2002,3.50413
Romania,ROU,2003,3.54397
Romania,ROU,2004,3.31273
Romania,ROU,2005,3.50039
Romania,ROU,2006,4.30651
Romania,ROU,2007,4.14954
Romania,ROU,2008,4.0972
Romania,ROU,2009,4.00213
Romania,ROU,2010,3.49538
Romania,ROU,2011,3.05943
Romania,ROU,2012,2.9541
Romania,ROU,2013,3.04938
Romania,ROU,2014,3.12642
Romania,ROU,2015,3.10676
Romania,ROU,2016,2.97411
Romania,ROU,2017,3.09539
Romania,ROU,2018,
Romania,ROU,2019,
Romania,ROU,2020,
Russian Federation,RUS,2000,2.93979
Russian Federation,RUS,2001,3.10602
Russian Federation,RUS,2002,3.83502
Russian Federation,RUS,2003,3.67854
Russian Federation,RUS,2004,3.54787
Russian Federation,RUS,2005,3.77193
Russian Federation,RUS,2006,3.86626
Russian Federation,RUS,2007,
Russian Federation,RUS,2008,4.10175
Russian Federation,RUS,2009,
Russian Federation,RUS,2010,
Russian Federation,RUS,2011,
Russian Federation,RUS,2012,3.7931
Russian Federation,RUS,2013,3.76383
Russian Federation,RUS,2014,4.01388
Russian Federation,RUS,2015,3.83403
Russian Federation,RUS,2016,3.76044
Russian Federation,RUS,2017,4.68991
Russian Federation,RUS,2018,
Russian Federation,RUS,2019,
Russian Federation,RUS,2020,
Serbia,SRB,2000,
Serbia,SRB,2001,
Serbia,SRB,2002,
Serbia,SRB,2003,
Serbia,SRB,2004,
Serbia,SRB,2005,
Serbia,SRB,2006,
Serbia,SRB,2007,4.20984
Serbia,SRB,2008,4.442
Serbia,SRB,2009,4.48398
Serbia,SRB,2010,4.32781
Serbia,SRB,2011,4.23836
Serbia,SRB,2012,4.16421
Serbia,SRB,2013,
Serbia,SRB,2014,3.92698
Serbia,SRB,2015,3.78902
Serbia,SRB,2016,3.64027
Serbia,SRB,2017,3.71509
Serbia,SRB,2018,3.58539
Serbia,SRB,2019,
Serbia,SRB,2020,
Singapore,SGP,2000,3.3213
Singapore,SGP,2001,3.54249
Singapore,SGP,2002,3.87853
Singapore,SGP,2003,3.98194
Singapore,SGP,2004,3.65276
Singapore,SGP,2005,3.19596
Singapore,SGP,2006,2.85912
Singapore,SGP,2007,2.94675
Singapore,SGP,2008,2.7646
Singapore,SGP,2009,3.01013
Singapore,SGP,2010,3.08044
Singapore,SGP,2011,3.03077
Singapore,SGP,2012,3.07086
Singapore,SGP,2013,2.85435
Singapore,SGP,2014,
Singapore,SGP,2015,
Singapore,SGP,2016,
Singapore,SGP,2017,
Singapore,SGP,2018,
Singapore,SGP,2019,
Singapore,SGP,2020,
Slovak Republic,SVK,2000,3.86468
Slovak Republic,SVK,2001,3.9357
Slovak Republic,SVK,2002,4.2454
Slovak Republic,SVK,2003,4.20957
Slovak Republic,SVK,2004,4.10157
Slovak Republic,SVK,2005,3.75996
Slovak Republic,SVK,2006,3.7077
Slovak Republic,SVK,2007,3.52321
Slovak Republic,SVK,2008,3.52165
Slovak Republic,SVK,2009,4.00641
Slovak Republic,SVK,2010,4.08471
Slovak Republic,SVK,2011,3.92964
Slovak Republic,SVK,2012,3.8677
Slovak Republic,SVK,2013,4.07649
Slovak Republic,SVK,2014,4.22136
Slovak Republic,SVK,2015,4.59954
Slovak Republic,SVK,2016,3.91171
Slovak Republic,SVK,2017,3.93913
Slovak Republic,SVK,2018,
Slovak Republic,SVK,2019,
Slovak Republic,SVK,2020,
Tajikistan,TJK,2000,2.32871
Tajikistan,TJK,2001,2.37659
Tajikistan,TJK,2002,2.77579
Tajikistan,TJK,2003,2.42079
Tajikistan,TJK,2004,2.77203
Tajikistan,TJK,2005,3.51213
Tajikistan,TJK,2006,3.4035
Tajikistan,TJK,2007,3.41327
Tajikistan,TJK,2008,3.45983
Tajikistan,TJK,2009,4.09831
Tajikistan,TJK,2010,4.00675
Tajikistan,TJK,2011,3.93511
Tajikistan,TJK,2012,4.01803
Tajikistan,TJK,2013,
Tajikistan,TJK,2014,
Tajikistan,TJK,2015,5.23139
Tajikistan,TJK,2016,
Tajikistan,TJK,2017,
Tajikistan,TJK,2018,
Tajikistan,TJK,2019,
Tajikistan,TJK,2020,
Thailand,THA,2000,5.25346
Thailand,THA,2001,4.81787
Thailand,THA,2002,3.86492
Thailand,THA,2003,3.72561
Thailand,THA,2004,4.03089
Thailand,THA,2005,3.93859
Thailand,THA,2006,4.05038
Thailand,THA,2007,3.60315
Thailand,THA,2008,3.5085
Thailand,THA,2009,3.86194
Thailand,THA,2010,3.50844
Thailand,THA,2011,4.80555
Thailand,THA,2012,4.53671
Thailand,THA,2013,4.12402
Thailand,THA,2014,
Thailand,THA,2015,
Thailand,THA,2016,
Thailand,THA,2017,
Thailand,THA,2018,
Thailand,THA,2019,
Thailand,THA,2020,
Tunisia,TUN,2000,6.20198
Tunisia,TUN,2001,6.20183
Tunisia,TUN,2002,5.79003
Tunisia,TUN,2003,6.81673
Tunisia,TUN,2004,6.72078
Tunisia,TUN,2005,6.45157
Tunisia,TUN,2006,6.43859
Tunisia,TUN,2007,6.46552
Tunisia,TUN,2008,6.27219
Tunisia,TUN,2009,6.52848
Tunisia,TUN,2010,6.25481
Tunisia,TUN,2011,
Tunisia,TUN,2012,6.25037
Tunisia,TUN,2013,
Tunisia,TUN,2014,
Tunisia,TUN,2015,6.59601
Tunisia,TUN,2016,
Tunisia,TUN,2017,
Tunisia,TUN,2018,
Tunisia,TUN,2019,
Tunisia,TUN,2020,
Turkiye,TUR,2000,2.52908
Turkiye,TUR,2001,2.65434
Turkiye,TUR,2002,2.74894
Turkiye,TUR,2003,2.87663
Turkiye,TUR,2004,3.0202
Turkiye,TUR,2005,
Turkiye,TUR,2006,2.75063
Turkiye,TUR,2007,
Turkiye,TUR,2008,
Turkiye,TUR,2009,
Turkiye,TUR,2010,
Turkiye,TUR,2011,
Turkiye,TUR,2012,
Turkiye,TUR,2013,
Turkiye,TUR,2014,
Turkiye,TUR,2015,
Turkiye,TUR,2016,
Turkiye,TUR,2017,
Turkiye,TUR,2018,
Turkiye,TUR,2019,
Turkiye,TUR,2020,
Ukraine,UKR,2000,4.16623
Ukraine,UKR,2001,4.68506
Ukraine,UKR,2002,5.43863
Ukraine,UKR,2003,5.60786
Ukraine,UKR,2004,5.31351
Ukraine,UKR,2005,6.06441
Ukraine,UKR,2006,6.2148
Ukraine,UKR,2007,6.15721
Ukraine,UKR,2008,6.43621
Ukraine,UKR,2009,7.31802
Ukraine,UKR,2010,
Ukraine,UKR,2011,6.16237
Ukraine,UKR,2012,6.69233
Ukraine,UKR,2013,6.67166
Ukraine,UKR,2014,5.87494
Ukraine,UKR,2015,
Ukraine,UKR,2016,5.00978
Ukraine,UKR,2017,5.41226
Ukraine,UKR,2018,
Ukraine,UKR,2019,
Ukraine,UKR,2020,
United Kingdom,GBR,2000,4.03119
United Kingdom,GBR,2001,4.11923
United Kingdom,GBR,2002,4.63887
United Kingdom,GBR,2003,4.80467
United Kingdom,GBR,2004,4.73879
United Kingdom,GBR,2005,4.93914
United Kingdom,GBR,2006,4.98531
United Kingdom,GBR,2007,4.91482
United Kingdom,GBR,2008,4.89331
United Kingdom,GBR,2009,5.07432
United Kingdom,GBR,2010,5.70324
United Kingdom,GBR,2011,5.59523
United Kingdom,GBR,2012,
United Kingdom,GBR,2013,5.5298
United Kingdom,GBR,2014,5.599
United Kingdom,GBR,2015,5.55616
United Kingdom,GBR,2016,5.4267
United Kingdom,GBR,2017,5.44209
United Kingdom,GBR,2018,
United Kingdom,GBR,2019,
United Kingdom,GBR,2020,
United States,USA,2000,
United States,USA,2001,
United States,USA,2002,
United States,USA,2003,
United States,USA,2004,
United States,USA,2005,
United States,USA,2006,
United States,USA,2007,
United States,USA,2008,
United States,USA,2009,
United States,USA,2010,
United States,USA,2011,
United States,USA,2012,
United States,USA,2013,4.93105
United States,USA,2014,4.96174
United States,USA,2015,
United States,USA,2016,
United States,USA,2017,
United States,USA,2018,
United States,USA,2019,
United States,USA,2020,
Uruguay,URY,2000,2.42255
Uruguay,URY,2001,2.80096
Uruguay,URY,2002,2.3222
Uruguay,URY,2003,2.06821
Uruguay,URY,2004,2.49954
Uruguay,URY,2005,2.71475
Uruguay,URY,2006,2.88026
Uruguay,URY,2007,
Uruguay,URY,2008,
Uruguay,URY,2009,
Uruguay,URY,2010,
Uruguay,URY,2011,4.35527
Uruguay,URY,2012,
Uruguay,URY,2013,
Uruguay,URY,2014,
Uruguay,URY,2015,
Uruguay,URY,2016,4.7591
Uruguay,URY,2017,4.8403
Uruguay,URY,2018,5.04759
Uruguay,URY,2019,
Uruguay,URY,2020,
Uzbekistan,UZB,2000,
Uzbekistan,UZB,2001,
Uzbekistan,UZB,2002,
Uzbekistan,UZB,2003,
Uzbekistan,UZB,2004,
Uzbekistan,UZB,2005,
Uzbekistan,UZB,2006,
Uzbekistan,UZB,2007,
Uzbekistan,UZB,2008,
Uzbekistan,UZB,2009,
Uzbekistan,UZB,2010,
Uzbekistan,UZB,2011,
Uzbekistan,UZB,2012,
Uzbekistan,UZB,2013,6.09001
Uzbekistan,UZB,2014,6.02527
Uzbekistan,UZB,2015,5.78638
Uzbekistan,UZB,2016,5.66773
Uzbekistan,UZB,2017,5.28134
Uzbekistan,UZB,2018,
Uzbekistan,UZB,2019,
Uzbekistan,UZB,2020,
"Venezuela, RB",VEN,2000,
"Venezuela, RB",VEN,2001,
"Venezuela, RB",VEN,2002,
"Venezuela, RB",VEN,2003,
"Venezuela, RB",VEN,2004,
"Venezuela, RB",VEN,2005,
"Venezuela, RB",VEN,2006,3.66906
"Venezuela, RB",VEN,2007,3.62732
"Venezuela, RB",VEN,2008,
"Venezuela, RB",VEN,2009,6.87468
"Venezuela, RB",VEN,2010,
"Venezuela, RB",VEN,2011,
"Venezuela, RB",VEN,2012,
"Venezuela, RB",VEN,2013,
"Venezuela, RB",VEN,2014,
"Venezuela, RB",VEN,2015,
"Venezuela, RB",VEN,2016,
"Venezuela, RB",VEN,2017,
"Venezuela, RB",VEN,2018,
"Venezuela, RB",VEN,2019,
"Venezuela, RB",VEN,2020,
Viet Nam,VNM,2000,
Viet Nam,VNM,2001,
Viet Nam,VNM,2002,
Viet Nam,VNM,2003,
Viet Nam,VNM,2004,
Viet Nam,VNM,2005,
Viet Nam,VNM,2006,
Viet Nam,VNM,2007,
Viet Nam,VNM,2008,4.88674
Viet Nam,VNM,2009,4.8165
Viet Nam,VNM,2010,5.13722
Viet Nam,VNM,2011,4.81372
Viet Nam,VNM,2012,5.53329
Viet Nam,VNM,2013,5.652
Viet Nam,VNM,2014,
Viet Nam,VNM,2015,
Viet Nam,VNM,2016,4.34481
Viet Nam,VNM,2017,
Viet Nam,VNM,2018,4.16745
Viet Nam,VNM,2019,
Viet Nam,VNM,2020,
Zimbabwe,ZWE,2000,
Zimbabwe,ZWE,2001,
Zimbabwe,ZWE,2002,
Zimbabwe,ZWE,2003,
Zimbabwe,ZWE,2004,
Zimbabwe,ZWE,2005,
Zimbabwe,ZWE,2006,
Zimbabwe,ZWE,2007,
Zimbabwe,ZWE,2008,
Zimbabwe,ZWE,2009,
Zimbabwe,ZWE,2010,1.54406
Zimbabwe,ZWE,2011,
Zimbabwe,ZWE,2012,6.07021
Zimbabwe,ZWE,2013,5.99598
Zimbabwe,ZWE,2014,6.13835
Zimbabwe,ZWE,2015,
Zimbabwe,ZWE,2016,
Zimbabwe,ZWE,2017,5.81878
Zimbabwe,ZWE,2018,5.87135
Zimbabwe,ZWE,2019,
Zimbabwe,ZWE,2020,
