Country,ISO3,Year,Population,Dependency_Ratio_Old,Dependency_Ratio_Young,Health_Expenditure,GDP_percapita,income_level
Chile,CHL,2017,18558868.0,17.1574888237141,28.0838989171031,9.090518,14879.9086230423,High income
Chile,CHL,2018,18893191.0,17.5018022354169,27.5769278850894,9.15040398,15659.4808675628,High income
Chile,CHL,2019,19197744.0,17.8713690943583,27.1170935278683,9.29919815,14495.716721687,High income
Chile,CHL,2020,19370624.0,18.3102493821331,26.7005733020693,9.68910599,13114.815470545,High income
Chile,CHL,2021,19456334.0,18.7918794175431,26.2471024942684,7.291193705972958,20556.05599156532,High income
Chile,CHL,2022,19553036.0,19.29158977992,25.7571015535605,7.435305852679728,21930.42891734805,High income
Chile,CHL,2023,19658835.0,19.8677499182616,25.2230848315009,7.595508204616584,23396.692084133883,High income
Chile,CHL,2024,19764771.0,20.5157339576198,24.6247745577808,7.771127944898281,24960.989251183008,High income
Chile,CHL,2025,19859921.0,21.1865485606478,24.0287808290425,7.95595187459366,26629.874948013963,High income
Chile,CHL,2026,19945850.0,21.8741938794979,23.4294705526207,8.149354165866221,28410.341938401023,High income
Chile,CHL,2027,20026154.0,22.578115877961,22.8382891389754,8.3518192869861,30309.85052061104,High income
Chile,CHL,2028,20100933.0,23.2977928214726,22.2510554879618,8.563637114818611,32336.359786646433,High income
Chile,CHL,2029,20169624.0,24.0290650623198,21.6590216916775,8.784500719823328,34498.36097147353,High income
Chile,CHL,2030,20233183.0,24.7712217035663,21.0741511700609,9.014964474334665,36804.91303197228,High income
Chile,CHL,2031,20290985.0,25.5283499422537,20.5178479376527,9.25649019084324,39265.68060468597,High income
Chile,CHL,2032,20341807.0,26.3100631384593,20.0363042004511,9.511783775117436,41890.97450141674,High income
Chile,CHL,2033,20385072.0,27.1092776940284,19.602511414835,9.779959722942102,44691.79491234829,High income
Chile,CHL,2034,20422549.0,27.9204030051033,19.2148239042856,10.060769614422938,47679.8774977124,High income
Chile,CHL,2035,20455940.0,28.7577903551807,18.9473149882708,10.358171684915922,50867.74256114586,High income
Chile,CHL,2036,20485086.0,29.6254830079536,18.8201775963442,10.673803273963715,54268.74751075347,High income
Chile,CHL,2037,20507949.0,30.4955410191534,18.7079013779381,11.002319662259378,57897.1428277113,High income
Chile,CHL,2038,20524482.0,31.3626250277076,18.5872053511925,11.343385052207664,61768.13177691599,High income
Chile,CHL,2039,20535706.0,32.2430567675137,18.5323766171091,11.701463973135196,65897.93410987357,High income
Chile,CHL,2040,20542103.0,33.1279947415448,18.4999304310213,12.075502894298111,70303.85402674806,High income
Chile,CHL,2041,20543285.0,34.0215189300219,18.4793403276537,12.466975632767454,75004.35268233602,High income
Chile,CHL,2042,20539916.0,34.926019240143,18.4663596964432,12.877253967622556,80019.12553977326,High income
Chile,CHL,2043,20532924.0,35.8419954951573,18.4595295728651,13.30753072099207,85369.18489609384,High income
Chile,CHL,2044,20519684.0,36.773689577251,18.4564005899742,13.759635793104636,91076.94792541592,High income
Chile,CHL,2045,20499138.0,37.7296473439058,18.4566650092443,14.236173058143986,97166.33060869804,High income
Chile,CHL,2046,20473282.0,38.714457286713,18.4611756295383,14.739241232397722,103662.84794359168,High income
Chile,CHL,2047,20443723.0,39.7310140149005,18.471132437513,15.27077591968612,110593.72085431268,High income
Chile,CHL,2048,20408336.0,40.7959494625648,18.4883584980381,15.83493261178142,117987.9902494782,High income
Chile,CHL,2049,20366442.0,41.9239368526297,18.5144886949532,16.435667961599506,125876.63870582305,High income
Chile,CHL,2050,20320306.0,43.1186837345065,18.5495964082177,17.075341914406117,134292.7202876598,High income
China,CHN,2000,1262645000.0,10.2537068693229,35.8630336510379,4.50828123,959.360431369138,Upper middle income
China,CHN,2001,1271850000.0,10.4573858613371,34.5119277932475,4.25330067,1053.11231442789,Upper middle income
China,CHN,2002,1280400000.0,10.6238297448667,32.9098443873013,4.38285255,1148.51425710711,Upper middle income
China,CHN,2003,1288400000.0,10.7699657260215,31.3210131139287,4.41762781,1288.63749134336,Upper middle income
China,CHN,2004,1296075000.0,10.8858354156327,29.8080014010037,4.29347467,1508.66791560781,Upper middle income
China,CHN,2005,1303720000.0,10.9859070267137,28.2590168343057,4.17605019,1753.41419160544,Upper middle income
China,CHN,2006,1311020000.0,11.1311997267598,27.078241666515,3.94742203,2099.2194300499,Upper middle income
China,CHN,2007,1317885000.0,11.3093975872181,26.3987162076362,3.67491412,2693.95873160283,Upper middle income
China,CHN,2008,1324655000.0,11.4806163821237,25.9237101031735,3.900002,3468.32706307504,Upper middle income
China,CHN,2009,1331260000.0,11.6643228478839,25.5924121405257,4.34958458,3832.2274569094,Upper middle income
China,CHN,2010,1337705000.0,11.8870971882945,25.3539861052771,4.23068333,4550.47394356715,Upper middle income
China,CHN,2011,1345035000.0,12.1693852973614,25.1954813314775,4.34274387,5614.38602225277,Upper middle income
China,CHN,2012,1354190000.0,12.5172449405952,25.1983113824705,4.56584787,6300.58217951734,Upper middle income
China,CHN,2013,1363240000.0,12.9340399474292,25.3052572204742,4.71490669,7020.3860742288,Upper middle income
China,CHN,2014,1371860000.0,13.4243128881013,25.4546120407726,4.77790594,7636.07434020616,Upper middle income
China,CHN,2015,1379860000.0,14.0355167465737,25.5738445725498,4.93827963,8016.44559489998,Upper middle income
China,CHN,2016,1387790000.0,14.7333475757794,25.7073082039891,4.97955608,8094.39016735149,Upper middle income
China,CHN,2017,1396215000.0,15.5392612055647,25.9716837330442,5.06592178,8817.04560829162,Upper middle income
China,CHN,2018,1402760000.0,16.4153050771481,26.1255676157591,5.16790485,9905.40638304527,Upper middle income
China,CHN,2019,1407745000.0,17.2944746246392,26.0928887428495,5.3502779,10143.8602206165,Upper middle income
China,CHN,2020,1411100000.0,18.2208231849821,25.871551653934,5.59359741,10408.7195541075,Upper middle income
China,CHN,2021,1412360000.0,19.0800204763786,25.402749711839,7.097616133674747,16386.49351831545,Upper middle income
China,CHN,2022,1412175000.0,19.945983165379,24.7796296526525,7.3476345261781395,18712.84996678072,Upper middle income
China,CHN,2023,1410710000.0,20.7196179586136,24.0100961427947,7.599206171906487,21369.474408167534,Upper middle income
China,CHN,2024,1407607424.0,21.153787152081,23.09032713499,7.816811149112702,24403.25430343383,Upper middle income
China,CHN,2025,1404579072.0,21.3994804890981,22.1110913170649,8.027880451335813,27867.73362897579,Upper middle income
China,CHN,2026,1401701632.0,21.5942791730316,21.1282463268221,8.257688499045848,31824.057888306714,Upper middle income
China,CHN,2027,1398458368.0,22.1916353527867,20.1310405565784,8.579584680477554,36342.05328506718,Upper middle income
China,CHN,2028,1394788480.0,23.5282115452403,19.2165924631128,9.05106021072896,41501.45910399286,Upper middle income
China,CHN,2029,1390719744.0,25.021616515151,18.3356208076347,9.586775249275693,47393.335050449816,Upper middle income
China,CHN,2030,1386313728.0,26.3827448671463,17.4634656137166,10.14754452963215,54121.66838702708,Upper middle income
China,CHN,2031,1381538816.0,27.7198661828771,16.5993038042455,10.7564309019239,61805.20923199992,Upper middle income
China,CHN,2032,1376446720.0,28.9288836771408,15.6643310770362,11.403623808462507,70579.566411277,Upper middle income
China,CHN,2033,1371030656.0,30.3129456048484,14.9125776569368,12.147801267193568,80599.60085410858,Upper middle income
China,CHN,2034,1365342464.0,31.9490377227045,14.3899948329555,13.01103777378578,92042.15877420949,Upper middle income
China,CHN,2035,1359378048.0,33.6688685571364,14.0734408318041,13.97804897633891,105109.19287493492,Upper middle income
China,CHN,2036,1353139328.0,35.4378142311173,14.0039349008163,15.056586111928052,120031.32666544228,Upper middle income
China,CHN,2037,1346677632.0,37.136065104225,14.0735435455924,16.24091390382381,137071.92479547462,Upper middle income
China,CHN,2038,1340082048.0,38.7905788660833,14.2425066039269,17.55087697436983,156531.7412470592,Upper middle income
China,CHN,2039,1333312256.0,40.3157997991919,14.4478866857099,18.990993592109422,178754.22742035665,Upper middle income
China,CHN,2040,1326455680.0,41.5880313708851,14.6486444138615,20.562873340974615,204131.59379743828,Upper middle income
China,CHN,2041,1319499136.0,42.6504597676797,14.8476563709939,22.297437031504806,233111.73216782117,Upper middle income
China,CHN,2042,1312439424.0,43.5419819823247,15.046634872328,24.228370135307298,266206.12058810046,Upper middle income
China,CHN,2043,1305215232.0,44.3214779933708,15.2511643651326,26.39641661356541,303998.8505921651,Upper middle income
China,CHN,2044,1297703680.0,45.1676134533932,15.4754676589443,28.86535236969627,347156.9359757558,Upper middle income
China,CHN,2045,1289754624.0,46.1273692669148,15.715871913084,31.683569499772283,396442.0850977425,Upper middle income
China,CHN,2046,1281281536.0,47.2009182116471,15.9631909148813,34.89803465364519,452724.1444705877,Upper middle income
China,CHN,2047,1272284800.0,48.4995513653983,16.221146233523,38.57967096530927,516996.4509092958,Upper middle income
China,CHN,2048,1262670848.0,49.7535783890206,16.4516857837408,42.74784478193026,590393.3631933181,Upper middle income
China,CHN,2049,1252468096.0,50.9073058447878,16.640461929605,47.46388712165278,674210.2826618262,Upper middle income
China,CHN,2050,1241757952.0,52.2852788128891,16.8150228663814,52.85815734025555,769926.5160914399,Upper middle income
Colombia,COL,2000,39089934.0,7.22794921328351,51.5853957942791,5.63529348,2555.00751039968,Upper middle income
Colombia,COL,2001,39709262.0,7.31038439125097,50.7313596228515,5.94238281,2472.99084035833,Upper middle income
Colombia,COL,2002,40324680.0,7.39578002152932,49.8573576957976,5.73296547,2428.92969771584,Upper middle income
Colombia,COL,2003,40937429.0,7.49088422753992,48.9689646190887,5.77505445,2311.94218760291,Upper middle income
Colombia,COL,2004,41543171.0,7.59875770943461,48.0291052088423,5.79892111,2818.57195413044,Upper middle income
Colombia,COL,2005,42128977.0,7.7200918488127,47.0127300861864,6.06710577,3456.06610874512,Upper middle income
Colombia,COL,2006,42691084.0,7.87214736222525,45.9102486932071,6.33546638,3789.85361217027,Upper middle income
Colombia,COL,2007,43235374.0,8.05859340431914,44.7402932638875,6.49102163,4769.926147194,Upper middle income
Colombia,COL,2008,43758808.0,8.27547011669811,43.5435752478671,6.84192181,5541.83629665898,Upper middle income
Colombia,COL,2009,44271541.0,8.5119599629921,42.3421882692374,7.31134558,5250.97292433518,Upper middle income
Colombia,COL,2010,44777319.0,8.75860246102977,41.1694424994522,7.07130194,6398.2958447102,Upper middle income
Colombia,COL,2011,45259614.0,9.03029827735918,40.042388254395,6.78076792,7400.9940695669,Upper middle income
Colombia,COL,2012,45715810.0,9.33207018423786,38.9421365255125,6.74601603,8108.59838244229,Upper middle income
Colombia,COL,2013,46151584.0,9.65331770624246,37.8464771913858,7.01724052,8279.10255642981,Upper middle income
Colombia,COL,2014,46565429.0,10.0102949728029,36.7941224548474,7.18553209,8187.20824890084,Upper middle income
Colombia,COL,2015,46969940.0,10.3932508904202,35.8026169622906,7.52338505,6248.51490534512,Upper middle income
Colombia,COL,2016,47437512.0,10.7555364534612,34.8142605003862,7.53117037,5959.84250367574,Upper middle income
Colombia,COL,2017,48131078.0,11.0838203638353,33.7556554740632,7.67864323,6479.53231292429,Upper middle income
Colombia,COL,2018,49024465.0,11.4020815414158,32.6845206683869,7.62541389,6816.96818309544,Upper middle income
Colombia,COL,2019,49907985.0,11.7530250139278,31.7459006702369,7.77954912,6472.54544924705,Upper middle income
Colombia,COL,2020,50629997.0,12.1139013479028,31.0066457632824,8.71432114,5339.68711357943,Upper middle income
Colombia,COL,2021,51188173.0,12.4500625656322,30.4315723690048,5.763577293807495,9226.605885117931,Upper middle income
Colombia,COL,2022,51737944.0,12.8591309406264,29.9160948347754,5.848913960108508,9779.268781813867,Upper middle income
Colombia,COL,2023,52321152.0,13.3883569844965,29.4142628618467,5.954716353675314,10365.035539364748,Upper middle income
Colombia,COL,2024,52886363.0,13.9792885392632,28.9810884393057,6.072901259480107,10985.88904030193,Upper middle income
Colombia,COL,2025,53425635.0,14.6118683506181,28.64029106455,6.200842128116962,11643.930939499816,Upper middle income
Colombia,COL,2026,53936226.0,15.2779091580195,28.3603586041453,6.336943707492155,12341.388778501158,Upper middle income
Colombia,COL,2027,54422266.0,15.9698021293055,28.1088959808615,6.479694109190858,13080.623525980563,Upper middle income
Colombia,COL,2028,54885116.0,16.6796069125432,27.8664185278722,6.627725294502913,13864.137569873752,Upper middle income
Colombia,COL,2029,55322626.0,17.401123509464,27.632906617435,6.780227149276307,14694.583188226006,Upper middle income
Colombia,COL,2030,55736475.0,18.1276743065141,27.4156908803925,6.9364312780345925,15574.771527433537,Upper middle income
Colombia,COL,2031,56125963.0,18.8532208300668,27.2240173978975,7.095704447070417,16507.682118273064,Upper middle income
Colombia,COL,2032,56490499.0,19.5663296048209,27.0230820882036,7.255954866996984,17496.47296192834,Upper middle income
Colombia,COL,2033,56832260.0,20.2536678514548,26.7738364780265,7.414747397991419,18544.491220158932,Upper middle income
Colombia,COL,2034,57151612.0,20.909614319654,26.4751978343528,7.571393960887164,19655.284545797374,Upper middle income
Colombia,COL,2035,57445753.0,21.537077598424,26.1422788719898,7.726764393784356,20832.613091930147,Upper middle income
Colombia,COL,2036,57716865.0,22.1403818377621,25.7942872585961,7.882017759806846,22080.462240413057,Upper middle income
Colombia,COL,2037,57965296.0,22.7246869590968,25.4427356221268,8.038342993982809,23403.05609281276,Upper middle income
Colombia,COL,2038,58190077.0,23.299463476496,25.0974869000783,8.197581638702395,24804.871769436955,Upper middle income
Colombia,COL,2039,58394306.0,23.872884124319,24.7607973427001,8.361279910962725,26290.654564861197,Upper middle income
Colombia,COL,2040,58576446.0,24.4565006027091,24.4387581656516,8.531574585998149,27865.43401125416,Upper middle income
Colombia,COL,2041,58736885.0,25.0634006515505,24.1410604071577,8.710907126245473,29534.54090387531,Upper middle income
Colombia,COL,2042,58878128.0,25.6964582701667,23.8666248107032,8.90000957953758,31303.6253463839,Upper middle income
Colombia,COL,2043,59000357.0,26.3447054349709,23.610829204879,9.097452481667602,33178.67587703694,Upper middle income
Colombia,COL,2044,59104590.0,27.011545945332,23.3747374073927,9.30411814390282,35166.039740525994,Upper middle income
Colombia,COL,2045,59190823.0,27.7156651806953,23.1623849401992,9.52330235600059,37272.4443740729,Upper middle income
Colombia,COL,2046,59259760.0,28.4620838782029,22.9746595163838,9.756175891579211,39505.02018051801,Upper middle income
Colombia,COL,2047,59313134.0,29.2510445013396,22.8126476155707,10.003200773076934,41871.324665487075,Upper middle income
Colombia,COL,2048,59351253.0,30.071218306289,22.6726299075709,10.26301456358819,44379.36802035161,Upper middle income
Colombia,COL,2049,59375010.0,30.9001727247125,22.5499448057797,10.532559716221735,47037.64023757323,Upper middle income
Colombia,COL,2050,59385357.0,31.7335592408904,22.4451213132409,10.811662208529444,49855.139850228064,Upper middle income
Cyprus,CYP,2000,947667.0,14.6732411821672,32.8747053456603,5.30800056,14388.3525390625,High income
Cyprus,CYP,2001,964127.0,14.6981164485075,31.8584851022949,5.33940458,14821.44921875,High income
Cyprus,CYP,2002,981440.0,14.7117816083415,31.1046762130311,5.61565971,16093.2158203125,High income
Cyprus,CYP,2003,999590.0,14.7219834345922,30.4271749358178,5.63568783,20252.24609375,High income
Cyprus,CYP,2004,1017875.0,14.7572642083278,29.5662814257741,5.40558147,23792.619140625,High income
Cyprus,CYP,2005,1036151.0,14.8210779192204,28.5644303539971,5.43580961,24959.26171875,High income
Cyprus,CYP,2006,1054418.0,14.9239681096901,27.4854709466203,5.46357489,26729.28125,High income
Cyprus,CYP,2007,1072714.0,15.076173531363,26.4050656618346,5.35744858,31244.87890625,High income
Cyprus,CYP,2008,1091026.0,15.2736002186584,25.3879704346996,6.01427698,35397.296875,High income
Cyprus,CYP,2009,1109371.0,15.5094897216239,24.476301879269,6.46531534,32236.44921875,High income
Cyprus,CYP,2010,1127816.0,15.7866552558287,23.69303031952,6.50055742,31105.02734375,High income
Cyprus,CYP,2011,1146493.0,16.0841750923526,23.1421999965998,6.43139076,32485.796875,High income
Cyprus,CYP,2012,1165397.0,16.3987207408903,22.8284672186866,6.53638792,28991.935546875,High income
Cyprus,CYP,2013,1183895.0,16.745426533228,22.5971571121042,6.92774534,27797.45703125,High income
Cyprus,CYP,2014,1201801.0,17.1082848989089,22.4247708701478,6.93137264,27244.3515625,High income
Cyprus,CYP,2015,1219502.0,17.4776194014107,22.3440237381103,6.79382181,23487.228515625,High income
Cyprus,CYP,2016,1237112.0,17.8483841575361,22.351958548847,6.65254688,24715.154296875,High income
Cyprus,CYP,2017,1254275.0,18.2098755051821,22.4031255430183,6.62192535,26696.990234375,High income
Cyprus,CYP,2018,1270737.0,18.5681800273677,22.4581411066707,6.82599831,29599.986328125,High income
Cyprus,CYP,2019,1286671.0,18.9315211272561,22.5330278295746,7.06576538,29703.052734375,High income
Cyprus,CYP,2020,1302247.0,19.3232944182746,22.6423939029562,8.76033878,28649.015625,High income
Cyprus,CYP,2021,1317309.0,19.7428728473554,22.7903338195133,8.089652344380829,33534.33073660476,High income
Cyprus,CYP,2022,1331370.0,20.1433885127982,22.9410873324385,8.199271269696808,34381.513328413464,High income
Cyprus,CYP,2023,1344976.0,20.5727192148738,23.0583825461069,8.31399418839391,35250.0984151609,High income
Cyprus,CYP,2024,1358282.0,21.0876448700777,23.1882410799546,8.443248520133753,36140.62669113661,High income
Cyprus,CYP,2025,1370754.0,21.645280752254,23.3101884653535,8.580173123212514,37053.652510267304,High income
Cyprus,CYP,2026,1382334.0,22.2055961787947,23.3571807659259,8.71767131569269,37989.74423120218,High income
Cyprus,CYP,2027,1393337.0,22.7534300718252,23.3227061476574,8.853348933605629,38949.48457111624,High income
Cyprus,CYP,2028,1403776.0,23.2982300820282,23.2580355194651,8.989434376219506,39933.470968451824,High income
Cyprus,CYP,2029,1413341.0,23.853979304268,23.1759116410631,9.128295689500677,40942.31595482431,High income
Cyprus,CYP,2030,1422318.0,24.416972486575,23.0316601355974,9.26874942507351,41976.64753632201,High income
Cyprus,CYP,2031,1430680.0,24.9930520902102,22.8170390642999,9.411609320875682,43037.10958444167,High income
Cyprus,CYP,2032,1438504.0,25.5939132199186,22.5693718450372,9.559250546885162,44124.36223689745,High income
Cyprus,CYP,2033,1445950.0,26.2212223009831,22.3234813696181,9.712470831773071,45239.082308556935,High income
Cyprus,CYP,2034,1452844.0,26.8635237054607,22.0547807601082,9.86918975928286,46381.9637127585,High income
Cyprus,CYP,2035,1459190.0,27.5076636053159,21.743670941102,10.027139045387765,47553.7178932724,High income
Cyprus,CYP,2036,1465175.0,28.1394276103897,21.384703620399,10.184093454571116,48755.07426717454,High income
Cyprus,CYP,2037,1470712.0,28.7619617894847,21.0079421088595,10.34101307754621,49986.78067890909,High income
Cyprus,CYP,2038,1475793.0,29.3913718887947,20.6452275365943,10.500877587665602,51249.60386582024,High income
Cyprus,CYP,2039,1480545.0,30.0472539782,20.3108830390412,10.666950433147004,52544.3299354484,High income
Cyprus,CYP,2040,1484849.0,30.7574435935997,20.0233962547714,10.84382348088543,53871.76485488082,High income
Cyprus,CYP,2041,1488690.0,31.5459138549746,19.7913976964288,11.03535287557328,55232.7349524665,High income
Cyprus,CYP,2042,1492046.0,32.4306752917487,19.6133998557052,11.244332345145809,56628.08743220564,High income
Cyprus,CYP,2043,1494990.0,33.4206157707772,19.4931004256042,11.472229175365344,58058.69090113425,High income
Cyprus,CYP,2044,1497658.0,34.5164354188467,19.4308816061873,11.719204758236575,59525.435910032065,High income
Cyprus,CYP,2045,1500070.0,35.72031391563,19.4244604316547,11.985610572108577,61029.23550779092,High income
Cyprus,CYP,2046,1502263.0,37.0339463342876,19.4733025791046,12.271750178203588,62571.02580978605,High income
Cyprus,CYP,2047,1504225.0,38.4584513072119,19.5758718685486,12.577825254517672,64151.76658061054,High income
Cyprus,CYP,2048,1505915.0,39.9927452918641,19.7289878621521,12.903676328565307,65772.44183152719,High income
Cyprus,CYP,2049,1507310.0,41.631795575373,19.930329274567,13.24855047245443,67434.06043301601,High income
Cyprus,CYP,2050,1508482.0,43.3673037934885,20.1769355031061,13.611184715662556,69137.65674279619,High income
Czechia,CZE,2000,10255063.0,19.7212250813578,23.5912527249115,5.70103025,6062.92152842793,High income
Czechia,CZE,2001,10216605.0,19.6810048767853,22.9019523888209,5.86295414,6669.07494847497,High income
Czechia,CZE,2002,10196916.0,19.6233393093798,22.2671693521769,6.17736149,8101.26018588111,High income
Czechia,CZE,2003,10193998.0,19.5703179389559,21.6619665428771,6.52412462,9852.45677945801,High income
Czechia,CZE,2004,10197101.0,19.5878543323492,21.1143693396099,6.35071039,11782.5546676117,High income
Czechia,CZE,2005,10211216.0,19.7346894444949,20.6499819900079,6.34086704,13442.4916284309,High income
Czechia,CZE,2006,10238905.0,19.9893814997563,20.2606381565232,6.16380167,15259.0788162004,High income
Czechia,CZE,2007,10298828.0,20.328617183048,20.0400109745322,5.98578405,18452.6532812196,High income
Czechia,CZE,2008,10384603.0,20.8167724407581,20.0095768281442,6.33024931,22774.7045076205,High income
Czechia,CZE,2009,10443936.0,21.4320287059777,20.1663397844774,7.24880648,19817.4215836554,High income
Czechia,CZE,2010,10474410.0,22.04072126632,20.5346189022129,7.55343866,20160.4355077059,High income
Czechia,CZE,2011,10496088.0,22.872961451277,20.9927582536363,7.5335784,22049.1080788682,High income
Czechia,CZE,2012,10510785.0,24.003403106615,21.4713079829479,7.59409809,20014.0354015165,High income
Czechia,CZE,2013,10514272.0,25.1238697640274,21.9527814236689,7.49541759,20260.4954999375,High income
Czechia,CZE,2014,10525347.0,26.1604668747413,22.4321917463982,7.59510136,20038.4163180257,High income
Czechia,CZE,2015,10546059.0,27.1604607965973,22.9231762791193,7.3351512,17931.5987670768,High income
Czechia,CZE,2016,10566332.0,28.191499359573,23.415178183902,7.3930459,18753.9686718096,High income
Czechia,CZE,2017,10594438.0,29.2279176610866,23.9110188839937,7.33911419,20913.197632212,High income
Czechia,CZE,2018,10629928.0,30.1918502088294,24.387802986534,7.46030998,23705.9329811299,High income
Czechia,CZE,2019,10671870.0,31.1016030374541,24.8072189936425,7.61342955,24062.7190013343,High income
Czechia,CZE,2020,10697858.0,31.8570586506378,25.120900899341,9.15721989,23472.8915454417,High income
Czechia,CZE,2021,10505772.0,32.3960941870763,25.3477240765871,9.900542861902773,30358.813567876114,High income
Czechia,CZE,2022,10672118.0,32.2950105465412,25.1010482828355,9.978923026705289,32160.471926767,High income
Czechia,CZE,2023,10864042.0,32.213467884019,24.5743480861106,10.06203438558872,34069.05056549421,High income
Czechia,CZE,2024,10750974.0,32.6948896445608,24.1498436144373,10.239322924661645,36090.89471936946,High income
Czechia,CZE,2025,10607317.0,33.2318515824216,23.6696791195553,10.430838143783886,38232.72618474026,High income
Czechia,CZE,2026,10583950.0,33.6549373016817,23.264339336245,10.612806300539066,40501.66566618333,High income
Czechia,CZE,2027,10558040.0,33.9265230823361,22.9497837201092,10.780081661765278,42905.256449906,High income
Czechia,CZE,2028,10528577.0,34.3410750408037,22.6639585975602,10.977476533252682,45451.48948205339,High income
Czechia,CZE,2029,10496986.0,34.9122649543384,22.3852825522966,11.207238421421852,48148.829935305876,High income
Czechia,CZE,2030,10464104.0,35.4407331524314,22.0622907431167,11.43845132154622,51006.24535207799,High income
Czechia,CZE,2031,10430094.0,35.8316105007383,21.6902471590819,11.6569728146354,54033.23545789269,High income
Czechia,CZE,2032,10395395.0,36.1289125849295,21.2814335532502,11.87029375869429,57239.863744040245,High income
Czechia,CZE,2033,10360556.0,36.3860843610868,20.8742476650523,12.087765895048552,60636.790924532834,High income
Czechia,CZE,2034,10325964.0,36.6928701106421,20.5120062114874,12.324428197627684,64235.310378570466,High income
Czechia,CZE,2035,10291840.0,37.1142258528319,20.2221884198771,12.591314654626352,68047.38569636187,High income
Czechia,CZE,2036,10258919.0,37.6293519629856,19.9495479343776,12.885111843241084,72085.69045311457,High income
Czechia,CZE,2037,10226324.0,38.3113382050361,19.8093458331201,13.219456238645163,76363.6503434411,High income
Czechia,CZE,2038,10195582.0,39.3196416838273,19.9546215331511,13.621855686060524,80895.48781624214,High income
Czechia,CZE,2039,10165794.0,40.6664710902919,20.277048236385,14.093432332307929,85696.26935847425,High income
Czechia,CZE,2040,10137943.0,42.1515906242432,20.6647692196013,14.60263833916658,90781.95558498846,High income
Czechia,CZE,2041,10111029.0,43.6192621462718,21.086084563923,15.12598155483529,96169.45430098649,High income
Czechia,CZE,2042,10085708.0,45.0378148089243,21.5331112653663,15.659447021071294,101876.67671348172,High income
Czechia,CZE,2043,10061397.0,46.4122041569929,22.0067023433093,16.204835929393305,107922.59697866408,High income
Czechia,CZE,2044,10037542.0,47.7296257849673,22.4967917860225,16.761121190828767,114327.3152831227,High income
Czechia,CZE,2045,10013246.0,48.8309960116435,22.9680159410727,17.304480414135014,121112.12466866952,High income
Czechia,CZE,2046,9987919.0,49.669658866984,23.4010754454511,17.828680291681568,128299.58182289878,High income
Czechia,CZE,2047,9962067.0,50.4090473795435,23.8088834108291,18.3603319676574,135913.5820708558,High income
Czechia,CZE,2048,9935144.0,51.1113538204309,24.188875451654,18.910331333287328,143979.43881711108,High income
Czechia,CZE,2049,9907238.0,51.780849807095,24.5331670429733,19.48067209350273,152523.96770238184,High income
Czechia,CZE,2050,9877008.0,52.4422762126303,24.8395364866029,20.07666369249832,161575.5757544515,High income
Ecuador,ECU,2000,12689206.0,7.86019008347528,59.0746809884425,3.4825685,1382.23421759909,Upper middle income
Ecuador,ECU,2001,12910740.0,7.97955755231297,58.2213911935274,3.97254419,1791.30359685037,Upper middle income
Ecuador,ECU,2002,13138472.0,8.10670091069432,57.3678228728005,4.72293711,2059.1585535974,Upper middle income
Ecuador,ECU,2003,13372306.0,8.24112354946905,56.4905081297733,5.70121288,2315.62215223014,Upper middle income
Ecuador,ECU,2004,13608701.0,8.38059890918829,55.5640299822029,5.790411,2586.20914663347,Upper middle income
Ecuador,ECU,2005,13846163.0,8.51872179297019,54.5923055999572,5.76793766,2909.02606014388,Upper middle income
Ecuador,ECU,2006,14086131.0,8.65170486971535,53.5872550414146,5.84506655,3243.67010359339,Upper middle income
Ecuador,ECU,2007,14328773.0,8.7869402294284,52.570281422984,5.55722475,3478.92488770671,Upper middle income
Ecuador,ECU,2008,14575202.0,8.9428852500404,51.6032526472122,5.52174902,4194.75750661981,Upper middle income
Ecuador,ECU,2009,14825954.0,9.11902694958753,50.7253286274733,6.03388453,4053.36331139298,Upper middle income
Ecuador,ECU,2010,15076695.0,9.30019810275752,49.8734777528196,6.34925699,4520.30959039763,Upper middle income
Ecuador,ECU,2011,15326227.0,9.47028436064045,49.0157486828874,6.60509682,5153.6916424375,Upper middle income
Ecuador,ECU,2012,15572194.0,9.63687108382388,48.152082652329,6.87859821,5634.08393191094,Upper middle income
Ecuador,ECU,2013,15807128.0,9.83798027028625,47.2200399125045,6.77866411,6109.29031510341,Upper middle income
Ecuador,ECU,2014,16035124.0,10.0783935702262,46.2128683196602,6.76601839,6405.79979300441,Upper middle income
Ecuador,ECU,2015,16266225.0,10.324636920303,45.1673733619485,7.76786041,5976.1596805651,Upper middle income
Ecuador,ECU,2016,16505139.0,10.5542896832542,44.0716423973308,7.58817482,5917.63771271481,Upper middle income
Ecuador,ECU,2017,16759519.0,10.7678628155725,42.9725537026775,7.52484131,6233.32244797718,Upper middle income
Ecuador,ECU,2018,17049547.0,11.0001244721145,41.89563676813,7.83214045,6303.91892523596,Upper middle income
Ecuador,ECU,2019,17340021.0,11.2697116186031,40.8610821101763,7.80768251,6205.05759479761,Upper middle income
Ecuador,ECU,2020,17546065.0,11.4495006166191,39.9638217906488,8.6576252,5463.64509649315,Upper middle income
Ecuador,ECU,2021,17682454.0,11.5599416884375,39.1491792777126,5.724659925320708,8701.222238720276,Upper middle income
Ecuador,ECU,2022,17823897.0,11.7815729993469,38.2945348203168,5.7809619828943575,9340.81657822471,Upper middle income
