Country,ISO3,Year,Health_Expenditure,Education_Expenditure,Dependency_Ratio,Dependency_Ratio_Old,Dependency_Ratio_Young,Life_Expectancy,Mortality_Rate,average_schooling,test_scores,GDP_percapita,Population,income_level,log_GDP_percapita
Cyprus,CYP,2004,5.40558147,6.11772012710571,44.323545634102,14.7572642083278,29.5662814257741,79.007,4.3,10.56,,23792.619140625,1017875,High income,10.077130691420564
Cyprus,CYP,2005,5.43580961,6.28667020797729,43.3855082732175,14.8210779192204,28.5644303539971,79.198,3.9,10.72,,24959.26171875,1036151,High income,10.125000243470188
Cyprus,CYP,2006,5.46357489,6.3302698135376,42.4094390563105,14.9239681096901,27.4854709466203,79.456,3.6,10.97,,26729.28125,1054418,High income,10.193514919508441
Cyprus,CYP,2007,5.35744858,6.28082990646362,41.4812391931976,15.076173531363,26.4050656618346,79.798,3.3,11.19,,31244.87890625,1072714,High income,10.349610766735573
Cyprus,CYP,2008,6.01427698,6.72276020050049,40.6615706533581,15.2736002186584,25.3879704346996,79.906,3.1,11.28,,35397.296875,1091026,High income,10.474390736743057
Cyprus,CYP,2009,6.46531534,7.2054500579834,39.9857916008929,15.5094897216239,24.476301879269,80.375,2.9,11.26,,32236.44921875,1109371,High income,10.38085305466031
Cyprus,CYP,2010,6.50055742,6.52559995651245,39.4796855753486,15.7866552558287,23.69303031952,80.632,2.8,11.44,458.5503,31105.02734375,1127816,High income,10.34512473602766
Cyprus,CYP,2011,6.43139076,6.52042007446289,39.2263750889524,16.0841750923526,23.1421999965998,80.855,2.6,11.58,,32485.796875,1146493,High income,10.388558253566325
Cyprus,CYP,2012,6.53638792,5.89526700973511,39.2271879595769,16.3987207408903,22.8284672186866,81.128,2.5,11.81,,28991.935546875,1165397,High income,10.274772985705404
Cyprus,CYP,2013,6.92774534,6.46747016906738,39.3425836453323,16.745426533228,22.5971571121042,81.317,2.5,11.88,,27797.45703125,1183895,High income,10.232699821798711
Cyprus,CYP,2014,6.93137264,6.42111015319824,39.5330557690566,17.1082848989089,22.4247708701478,81.337,2.4,11.88,,27244.3515625,1201801,High income,10.212601496495394
Cyprus,CYP,2015,6.79382181,6.30491018295288,39.821643139521,17.4776194014107,22.3440237381103,81.464,2.4,11.87,,23487.228515625,1219502,High income,10.064212084980092
Cyprus,CYP,2016,6.65254688,6.11811017990112,40.2003427063831,17.8483841575361,22.351958548847,81.534,2.4,12.09,,24715.154296875,1237112,High income,10.115171868767293
Cyprus,CYP,2017,6.62192535,5.69961977005005,40.6130010482004,18.2098755051821,22.4031255430183,81.543,2.4,12.184999,502.0,26696.990234375,1254275,High income,10.192306112730058
Cyprus,CYP,2018,6.82599831,5.0253529548645,41.0263211340384,18.5681800273677,22.4581411066707,81.556,2.5,12.28,502.16217,29599.986328125,1270737,High income,10.295529178424376
Cyprus,CYP,2019,7.06576538,5.21260023117065,41.4645489568307,18.9315211272561,22.5330278295746,81.454,2.6,12.36,,29703.052734375,1286671,High income,10.299005105177898
Cyprus,CYP,2020,8.76033878,5.63694000244141,41.9656883212308,19.3232944182746,22.6423939029562,81.23,2.6,12.44,502.16217,28649.015625,1302247,High income,10.262874362913871
Cyprus,CYP,2021,9.47552109,5.23585987091064,42.5332066668686,19.7428728473554,22.7903338195133,80.573,2.7,12.557372,,33734.29296875,1317309,High income,10.426270194452982
Cyprus,CYP,2022,8.87060547,,43.0844758452367,20.1433885127982,22.9410873324385,80.434,2.8,12.557372,,33938.9453125,1331370,High income,10.43231846324645
Cyprus,CYP,2023,,,43.6311017609808,20.5727192148738,23.0583825461069,,,,,,1344976,High income,
Cyprus,CYP,2024,,,44.2758859500322,21.0876448700777,23.1882410799546,,,,,,1358282,High income,
Cyprus,CYP,2025,,,44.9554692176076,21.645280752254,23.3101884653535,,,,,,1370754,High income,
Cyprus,CYP,2026,,,45.5627769447206,22.2055961787947,23.3571807659259,,,,,,1382334,High income,
Cyprus,CYP,2027,,,46.0761362194827,22.7534300718252,23.3227061476574,,,,,,1393337,High income,
Cyprus,CYP,2028,,,46.5562656014934,23.2982300820282,23.2580355194651,,,,,,1403776,High income,
Cyprus,CYP,2029,,,47.0298909453312,23.853979304268,23.1759116410631,,,,,,1413341,High income,
Cyprus,CYP,2030,,,47.4486326221725,24.416972486575,23.0316601355974,,,,,,1422318,High income,
Cyprus,CYP,2031,,,47.8100911545101,24.9930520902102,22.8170390642999,,,,,,1430680,High income,
Cyprus,CYP,2032,,,48.1632850649558,25.5939132199186,22.5693718450372,,,,,,1438504,High income,
Cyprus,CYP,2033,,,48.5447036706013,26.2212223009831,22.3234813696181,,,,,,1445950,High income,
Cyprus,CYP,2034,,,48.9183044655688,26.8635237054607,22.0547807601082,,,,,,1452844,High income,
Cyprus,CYP,2035,,,49.2513345464179,27.5076636053159,21.743670941102,,,,,,1459190,High income,
Cyprus,CYP,2036,,,49.5241312307887,28.1394276103897,21.384703620399,,,,,,1465175,High income,
Cyprus,CYP,2037,,,49.7699038983443,28.7619617894847,21.0079421088595,,,,,,1470712,High income,
Cyprus,CYP,2038,,,50.036599425389,29.3913718887947,20.6452275365943,,,,,,1475793,High income,
Cyprus,CYP,2039,,,50.3581370172412,30.0472539782,20.3108830390412,,,,,,1480545,High income,
Cyprus,CYP,2040,,,50.7808398483712,30.7574435935997,20.0233962547714,,,,,,1484849,High income,
Cyprus,CYP,2041,,,51.3373115514034,31.5459138549746,19.7913976964288,,,,,,1488690,High income,
Cyprus,CYP,2042,,,52.0440751474539,32.4306752917487,19.6133998557052,,,,,,1492046,High income,
Cyprus,CYP,2043,,,52.9137161963814,33.4206157707772,19.4931004256042,,,,,,1494990,High income,
Cyprus,CYP,2044,,,53.947317025034,34.5164354188467,19.4308816061873,,,,,,1497658,High income,
Cyprus,CYP,2045,,,55.1447743472847,35.72031391563,19.4244604316547,,,,,,1500070,High income,
Cyprus,CYP,2046,,,56.5072489133923,37.0339463342876,19.4733025791046,,,,,,1502263,High income,
Cyprus,CYP,2047,,,58.0343231757605,38.4584513072119,19.5758718685486,,,,,,1504225,High income,
Cyprus,CYP,2048,,,59.7217331540162,39.9927452918641,19.7289878621521,,,,,,1505915,High income,
Cyprus,CYP,2049,,,61.56212484994,41.631795575373,19.930329274567,,,,,,1507310,High income,
Cyprus,CYP,2050,,,63.5442392965946,43.3673037934885,20.1769355031061,,,,,,1508482,High income,
Czechia,CZE,2000,5.70103025,3.64034008979797,43.3124778062693,19.7212250813578,23.5912527249115,74.9682926829268,4.5,10.988,,6062.92152842793,10255063,High income,8.709947063290947
Czechia,CZE,2001,5.86295414,3.73283004760742,42.5829572656062,19.6810048767853,22.9019523888209,75.1731707317073,4.2,11.176666,,6669.07494847497,10216605,High income,8.805236440906985
Czechia,CZE,2002,6.17736149,3.95878005027771,41.8905086615567,19.6233393093798,22.2671693521769,75.2219512195122,4.1,11.365334,,8101.26018588111,10196916,High income,8.99977490706329
Czechia,CZE,2003,6.52412462,4.11728000640869,41.232284481833,19.5703179389559,21.6619665428771,75.1707317073171,3.9,11.554,,9852.45677945801,10193998,High income,9.195476122300644
Czechia,CZE,2004,6.35071039,3.99238991737366,40.7022236719591,19.5878543323492,21.1143693396099,75.7219512195122,3.7,11.742666,,11782.5546676117,10197101,High income,9.374375298516526
Czechia,CZE,2005,6.34086704,3.86591005325317,40.3846714345027,19.7346894444949,20.6499819900079,75.9243902439025,3.5,11.931334,,13442.4916284309,10211216,High income,9.506175985914876
Czechia,CZE,2006,6.16380167,4.1955099105835,40.2500196562795,19.9893814997563,20.2606381565232,76.5243902439024,3.3,12.12,,15259.0788162004,10238905,High income,9.632929937105501
Czechia,CZE,2007,5.98578405,3.84717988967896,40.3686281575802,20.328617183048,20.0400109745322,76.7243902439025,3.2,12.14,,18452.6532812196,10298828,High income,9.822963448409306
Czechia,CZE,2008,6.33024931,3.7271900177002,40.8263492689023,20.8167724407581,20.0095768281442,76.9756097560976,3.0,12.19,,22774.7045076205,10384603,High income,10.03340574762557
Czechia,CZE,2009,7.24880648,4.1460599899292,41.5983684904551,21.4320287059777,20.1663397844774,77.0780487804878,2.8,12.29,,19817.4215836554,10443936,High income,9.89431670777932
Czechia,CZE,2010,7.55343866,4.03350019454956,42.5753401685329,22.04072126632,20.5346189022129,77.4243902439025,2.7,12.39,507.1813,20160.4355077059,10474410,High income,9.91147732451675
Czechia,CZE,2011,7.5335784,4.24209022521973,43.8657197049133,22.872961451277,20.9927582536363,77.8731707317073,2.6,12.47,,22049.1080788682,10496088,High income,10.00102743011892
Czechia,CZE,2012,7.59409809,4.22070980072021,45.474711089563,24.003403106615,21.4713079829479,78.0756097560976,2.6,12.52,,20014.0354015165,10510785,High income,9.904189076486476
Czechia,CZE,2013,7.49541759,4.04676008224487,47.0766511876963,25.1238697640274,21.9527814236689,78.1756097560976,2.5,12.6,,20260.4954999375,10514272,High income,9.916428234558763
Czechia,CZE,2014,7.59510136,3.96522998809814,48.5926586211395,26.1604668747413,22.4321917463982,78.8243902439024,2.5,12.64,,20038.4163180257,10525347,High income,9.905406526029457
Czechia,CZE,2015,7.3351512,5.75182008743286,50.0836370757165,27.1604607965973,22.9231762791193,78.5780487804878,2.6,12.67,,17931.5987670768,10546059,High income,9.794319729778335
Czechia,CZE,2016,7.3930459,5.55373001098633,51.6066775434751,28.191499359573,23.415178183902,79.0268292682927,2.6,12.74,,18753.9686718096,10566332,High income,9.839160671497723
Czechia,CZE,2017,7.33911419,3.80615997314453,53.1389365450804,29.2279176610866,23.9110188839937,78.9780487804878,2.6,12.79,522.0,20913.197632212,10594438,High income,9.948135704318434
Czechia,CZE,2018,7.46030998,4.26605987548828,54.5796531953634,30.1918502088294,24.387802986534,79.0292682926829,2.5,12.83,522.3244,23705.9329811299,10629928,High income,10.07348063255074
Czechia,CZE,2019,7.61342955,4.54246997833252,55.9088220310965,31.1016030374541,24.8072189936425,79.2292682926829,2.4,12.87,,24062.7190013343,10671870,High income,10.088418992342875
Czechia,CZE,2020,9.15721989,4.72159004211426,56.9779595499788,31.8570586506378,25.120900899341,78.2268292682927,2.4,12.916507,512.2216,23472.8915454417,10697858,High income,10.063601483022085
Czechia,CZE,2021,9.45247459,4.80319976806641,57.7438182636634,32.3960941870763,25.3477240765871,77.2219512195122,2.3,12.963182,,27696.4619527544,10505772,High income,10.229059956680212
Czechia,CZE,2022,8.79904652,,57.3960588293767,32.2950105465412,25.1010482828355,78.9292682926829,2.2,12.963182,,28282.2236715857,10672118,High income,10.249988747456268
Czechia,CZE,2023,,,56.7878159701296,32.213467884019,24.5743480861106,,,,,,10864042,High income,
Czechia,CZE,2024,,,56.8447332589981,32.6948896445608,24.1498436144373,,,,,,10750974,High income,
Czechia,CZE,2025,,,56.9015307019769,33.2318515824216,23.6696791195553,,,,,,10607317,High income,
Czechia,CZE,2026,,,56.9192766379267,33.6549373016817,23.264339336245,,,,,,10583950,High income,
Czechia,CZE,2027,,,56.8763068024453,33.9265230823361,22.9497837201092,,,,,,10558040,High income,
Czechia,CZE,2028,,,57.0050336383639,34.3410750408037,22.6639585975602,,,,,,10528577,High income,
Czechia,CZE,2029,,,57.297547506635,34.9122649543384,22.3852825522966,,,,,,10496986,High income,
Czechia,CZE,2030,,,57.5030238955481,35.4407331524314,22.0622907431167,,,,,,10464104,High income,
Czechia,CZE,2031,,,57.5218576598202,35.8316105007383,21.6902471590819,,,,,,10430094,High income,
Czechia,CZE,2032,,,57.4103461381797,36.1289125849295,21.2814335532502,,,,,,10395395,High income,
Czechia,CZE,2033,,,57.260332026139,36.3860843610868,20.8742476650523,,,,,,10360556,High income,
Czechia,CZE,2034,,,57.2048763221296,36.6928701106421,20.5120062114874,,,,,,10325964,High income,
Czechia,CZE,2035,,,57.336414272709,37.1142258528319,20.2221884198771,,,,,,10291840,High income,
Czechia,CZE,2036,,,57.5788998973632,37.6293519629856,19.9495479343776,,,,,,10258919,High income,
Czechia,CZE,2037,,,58.1206840381562,38.3113382050361,19.8093458331201,,,,,,10226324,High income,
Czechia,CZE,2038,,,59.2742632169784,39.3196416838273,19.9546215331511,,,,,,10195582,High income,
Czechia,CZE,2039,,,60.9435193266769,40.6664710902919,20.277048236385,,,,,,10165794,High income,
Czechia,CZE,2040,,,62.8163598438445,42.1515906242432,20.6647692196013,,,,,,10137943,High income,
Czechia,CZE,2041,,,64.7053467101948,43.6192621462718,21.086084563923,,,,,,10111029,High income,
Czechia,CZE,2042,,,66.5709260742905,45.0378148089243,21.5331112653663,,,,,,10085708,High income,
Czechia,CZE,2043,,,68.4189065003021,46.4122041569929,22.0067023433093,,,,,,10061397,High income,
Czechia,CZE,2044,,,70.2264175709898,47.7296257849673,22.4967917860225,,,,,,10037542,High income,
Czechia,CZE,2045,,,71.7990119527162,48.8309960116435,22.9680159410727,,,,,,10013246,High income,
Czechia,CZE,2046,,,73.0707343124351,49.669658866984,23.4010754454511,,,,,,9987919,High income,
Czechia,CZE,2047,,,74.2179307903726,50.4090473795435,23.8088834108291,,,,,,9962067,High income,
Czechia,CZE,2048,,,75.3002292720849,51.1113538204309,24.188875451654,,,,,,9935144,High income,
Czechia,CZE,2049,,,76.3140168500683,51.780849807095,24.5331670429733,,,,,,9907238,High income,
Czechia,CZE,2050,,,77.2818126992332,52.4422762126303,24.8395364866029,,,,,,9877008,High income,
Germany,DEU,2000,9.88843536,4.06815242767334,47.3064908238215,24.2477248722868,23.0587659515346,77.9268292682927,4.4,12.419764,,23925.8559901991,82211508,High income,10.082714993745883
Germany,DEU,2001,9.92069149,4.14708137512207,47.7886305160811,24.9108166139553,22.8778139021257,78.3292682926829,4.3,12.764823,,23878.3641471651,82349925,High income,10.08072806211006
Germany,DEU,2002,10.18365669,4.16305732727051,48.208752521652,25.5882956322125,22.6204568894395,78.2292682926829,4.2,13.109882,,25486.5942008748,82488495,High income,10.145907875295809
Germany,DEU,2003,10.40202236,4.17101860046387,48.658252887585,26.3396505481219,22.3186023394632,78.3804878048781,4.1,13.454941,,30711.1022511331,82534176,High income,10.332379505045171
Germany,DEU,2004,10.14603233,4.10064888000488,49.2978926675002,27.2704634909127,22.0274291765875,78.6804878048781,4.0,13.8,,34566.7359143735,82516260,High income,10.450647108856282
Germany,DEU,2005,10.31153965,4.10731077194214,50.0417234262092,28.2958968695441,21.7458265566651,78.9317073170732,3.9,13.7,,35084.4363546269,82469422,High income,10.465512902419162
Germany,DEU,2006,10.17995167,4.02527379989624,50.8443822110813,29.4080511154121,21.4363310956692,79.1317073170732,3.8,13.6,,36980.3349948954,82376451,High income,10.518141563712833
Germany,DEU,2007,10.05132961,3.92246603965759,51.4612503536768,30.2789123501651,21.1823380035117,79.5341463414634,3.7,13.68,,42350.9217211489,82266372,High income,10.653745464215234
Germany,DEU,2008,10.25128746,4.54924011230469,51.8149987679722,30.7991869707201,21.0158117972521,79.7365853658537,3.6,13.76,,46386.3295924799,82110097,High income,10.74476007395337
Germany,DEU,2009,11.23791218,4.34005403518677,52.1578637771433,31.2252210513745,20.9326427257687,79.8365853658537,3.5,13.83,,42487.2137101496,81902307,High income,10.656958455768068
Germany,DEU,2010,11.09592915,5.09588003158569,52.117530215009,31.2836478267731,20.8338823882359,79.9878048780488,3.5,13.85,527.5142,42409.9356994694,81776930,High income,10.655137946303125
Germany,DEU,2011,10.77844906,4.98425006866455,51.7462351755806,31.1406005583242,20.6056346172564,80.4365853658537,3.4,13.93,,47646.582043143,80274983,High income,10.771566176040404
Germany,DEU,2012,10.85345554,4.92844009399414,51.5805062735217,31.282652731417,20.2978535421048,80.5390243902439,3.4,13.98,,44735.5882319701,80425823,High income,10.70852462115131
Germany,DEU,2013,10.99905777,4.93538999557495,51.6197490623175,31.5565826945796,20.0631663677379,80.490243902439,3.3,14.01,,47220.0102098851,80645605,High income,10.762573026858988
Germany,DEU,2014,11.02588272,4.92102003097534,51.8321732192251,31.8220023900549,20.0101708291702,81.090243902439,3.3,14.04,,48971.0824722599,80982500,High income,10.79898524925622
Germany,DEU,2015,11.19027996,4.85515022277832,52.1224069865761,32.0268681402872,20.0955388462889,80.6414634146341,3.3,14.08,,41911.0109851054,81686611,High income,10.643303863393747
Germany,DEU,2016,11.24166584,4.83923006057739,52.5820458594372,32.2482094758743,20.3338363835629,80.990243902439,3.3,14.13,,42961.0356905775,82348669,High income,10.668048837145813
Germany,DEU,2017,11.32552433,4.87182998657227,53.258253101446,32.6342617227857,20.6239913786603,80.9926829268293,3.2,14.1050005,528.0,45526.5999576533,82657002,High income,10.726052048572503
Germany,DEU,2018,11.47314644,4.97933006286621,53.8754552465607,33.0059176113602,20.8695376352005,80.8926829268293,3.2,14.08,528.15344,48874.8595028454,82905782,High income,10.797018422661447
Germany,DEU,2019,11.71595001,5.11552000045776,54.5379868593646,33.4240838892073,21.1139029701573,81.2926829268293,3.1,14.17,,47623.8656074829,83092962,High income,10.771089292879868
Germany,DEU,2020,12.6902256,5.59038019180298,55.295066596629,33.9237851682177,21.3712814284113,81.0414634146342,3.1,14.26,517.28143,47379.765194548,83160871,High income,10.765950521907925
Germany,DEU,2021,12.90171242,5.45488977432251,56.2311272070142,34.5810372816215,21.6500899253927,80.790243902439,3.1,14.296371,,52265.6541620571,83196078,High income,10.86409472614328
Germany,DEU,2022,12.60513115,4.54389047622681,57.1621243001124,35.2968943623634,21.865229937749,80.6080487804878,3.1,14.296371,,49686.1154582583,83797985,High income,10.813480806017424
Germany,DEU,2023,,,57.9918971859761,36.00642356201,21.9854736239661,,,,,,83280000,High income,
Germany,DEU,2024,,,58.9970416954111,36.8802981475787,22.1167435478324,,,,,,82959640,High income,
Germany,DEU,2025,,,60.228420206905,37.9792604229416,22.2491597839634,,,,,,82279976,High income,
Germany,DEU,2026,,,61.5529273053147,39.1635188710105,22.3894084343041,,,,,,82091288,High income,
Germany,DEU,2027,,,62.8627903866718,40.3181627234217,22.5446276632501,,,,,,81899584,High income,
Germany,DEU,2028,,,64.2385343444524,41.564676538011,22.6738578064415,,,,,,81706112,High income,
Germany,DEU,2029,,,65.6535790118354,42.8926522558709,22.7609267559645,,,,,,81504648,High income,
Germany,DEU,2030,,,66.9803202578623,44.202983996964,22.7773362608983,,,,,,81312336,High income,
Germany,DEU,2031,,,68.1965818318896,45.4750038492884,22.7215779826012,,,,,,81098848,High income,
Germany,DEU,2032,,,69.3144677339849,46.7010421522375,22.6134255817474,,,,,,80896448,High income,
Germany,DEU,2033,,,70.33479399946,47.8456180987368,22.4891759007232,,,,,,80680104,High income,
Germany,DEU,2034,,,71.2346237500967,48.8736596205112,22.3609641295856,,,,,,80477768,High income,
Germany,DEU,2035,,,71.943763857684,49.71374792588,22.230015931804,,,,,,80256160,High income,
Germany,DEU,2036,,,72.4293618461196,50.3736198024788,22.0557420436408,,,,,,80012952,High income,
Germany,DEU,2037,,,72.7484299882269,50.8428673437356,21.9055626444912,,,,,,79779192,High income,
Germany,DEU,2038,,,72.9083308652176,51.0819325947531,21.8263982704645,,,,,,79532000,High income,
Germany,DEU,2039,,,72.955476024309,51.1926585731699,21.762817451139,,,,,,79285664,High income,
Germany,DEU,2040,,,72.9846117091709,51.2669019141945,21.7177097949764,,,,,,79040152,High income,
Germany,DEU,2041,,,73.0503271140105,51.3483097019794,21.7020174120311,,,,,,78809912,High income,
Germany,DEU,2042,,,73.2062291024767,51.4788997809859,21.7273293214909,,,,,,78576776,High income,
Germany,DEU,2043,,,73.4355351044146,51.6443240539957,21.7912110504189,,,,,,78320456,High income,
Germany,DEU,2044,,,73.7268000337334,51.8358376188378,21.8909624148956,,,,,,78053336,High income,
Germany,DEU,2045,,,74.1534722522918,52.1142310444248,22.0392412078669,,,,,,77785624,High income,
Germany,DEU,2046,,,74.6790989293976,52.4484089773929,22.2306899520047,,,,,,77520736,High income,
Germany,DEU,2047,,,75.2174724344318,52.7672397229876,22.4502327114441,,,,,,77251896,High income,
Germany,DEU,2048,,,75.743576346006,53.0545877873844,22.6889885586216,,,,,,76969792,High income,
Germany,DEU,2049,,,76.2300375512356,53.2923755064739,22.9376620447617,,,,,,76701424,High income,
Germany,DEU,2050,,,76.7096866087515,53.5143256929545,23.195360915797,,,,,,76447512,High income,
Ecuador,ECU,2000,3.4825685,1.20265996456146,66.9348710719178,7.86019008347528,59.0746809884425,72.09,24.1,7.320588,,1382.23421759909,12689206,Upper middle income,7.231456467246611
Ecuador,ECU,2001,3.97254419,,66.2009487458404,7.97955755231297,58.2213911935274,72.571,23.0,7.377647,,1791.30359685037,12910740,Upper middle income,7.490698900174364
Ecuador,ECU,2002,4.72293711,,65.4745237834949,8.10670091069432,57.3678228728005,73.164,21.9,7.4347057,,2059.1585535974,13138472,Upper middle income,7.630052709209913
Ecuador,ECU,2003,5.70121288,,64.7316316792424,8.24112354946905,56.4905081297733,73.632,21.1,7.4917645,,2315.62215223014,13372306,Upper middle income,7.747433678677548
Ecuador,ECU,2004,5.790411,,63.9446288913912,8.38059890918829,55.5640299822029,73.868,20.3,7.5488234,,2586.20914663347,13608701,Upper middle income,7.857948432563203
Ecuador,ECU,2005,5.76793766,,63.1110273929274,8.51872179297019,54.5923055999572,73.909,19.5,7.605882,,2909.02606014388,13846163,Upper middle income,7.975573616909485
Ecuador,ECU,2006,5.84506655,,62.2389599111299,8.65170486971535,53.5872550414146,74.01,18.8,7.662941,,3243.67010359339,14086131,Upper middle income,8.084460715734057
Ecuador,ECU,2007,5.55722475,,61.3572216524124,8.7869402294284,52.570281422984,74.226,18.1,7.72,,3478.92488770671,14328773,Upper middle income,8.154478584722467
Ecuador,ECU,2008,5.52174902,,60.5461378972526,8.9428852500404,51.6032526472122,74.709,17.4,7.73,,4194.75750661981,14575202,Upper middle income,8.341590811895546
Ecuador,ECU,2009,6.03388453,4.51763010025024,59.8443555770608,9.11902694958753,50.7253286274733,74.901,16.7,7.74,,4053.36331139298,14825954,Upper middle income,8.307302262727573
Ecuador,ECU,2010,6.34925699,4.60028982162476,59.1736758555771,9.30019810275752,49.8734777528196,75.188,16.0,7.85,373.4951,4520.30959039763,15076695,Upper middle income,8.41633576393151
Ecuador,ECU,2011,6.60509682,4.74424982070923,58.4860330435279,9.47028436064045,49.0157486828874,75.179,15.3,7.91,,5153.6916424375,15326227,Upper middle income,8.547468560636602
Ecuador,ECU,2012,6.87859821,4.65310001373291,57.7889537361529,9.63687108382388,48.152082652329,75.486,14.6,8.1,,5634.08393191094,15572194,Upper middle income,8.636589845718136
Ecuador,ECU,2013,6.77866411,4.92997980117798,57.0580201827907,9.83798027028625,47.2200399125045,75.832,14.0,8.29,,6109.29031510341,15807128,Upper middle income,8.717565894045311
Ecuador,ECU,2014,6.76601839,5.21020984649658,56.2912618898864,10.0783935702262,46.2128683196602,76.141,13.4,8.36,,6405.79979300441,16035124,Upper middle income,8.764959076637384
Ecuador,ECU,2015,7.76786041,5.10570001602173,55.4920102822515,10.324636920303,45.1673733619485,76.222,12.9,8.7,,5976.1596805651,16266225,Upper middle income,8.695533446764424
Ecuador,ECU,2016,7.58817482,4.36274814605713,54.6259320805851,10.5542896832542,44.0716423973308,76.094,12.5,8.69,,5917.63771271481,16505139,Upper middle income,8.685692613228005
Ecuador,ECU,2017,7.52484131,4.6142578125,53.74041651825,10.7678628155725,42.9725537026775,76.22,12.2,8.77,420.0,6233.32244797718,16759519,Upper middle income,8.737664767859222
Ecuador,ECU,2018,7.83214045,4.62145519256592,52.8957612402445,11.0001244721145,41.89563676813,77.248,11.9,8.786667,420.14856,6303.91892523596,17049547,Upper middle income,8.748926770610463
Ecuador,ECU,2019,7.80768251,4.2457799911499,52.1307937287794,11.2697116186031,40.8610821101763,77.286,11.7,8.803333,,6205.05759479761,17340021,Upper middle income,8.733119979593633
Ecuador,ECU,2020,8.6576252,4.26103019714355,51.4133224072679,11.4495006166191,39.9638217906488,72.004,11.5,8.82,420.14856,5463.64509649315,17546065,Upper middle income,8.605871446083462
Ecuador,ECU,2021,8.20646191,3.64776992797852,50.70912096615,11.5599416884375,39.1491792777126,72.746,11.3,9.11,,6075.8026572556,17682454,Upper middle income,8.712069384132183
Ecuador,ECU,2022,7.53457022,3.59897994995117,50.0761078196638,11.7815729993469,38.2945348203168,76.577,11.2,8.97,,6540.99824522101,17823897,Upper middle income,8.785845069687367
Ecuador,ECU,2023,,,49.4714073657307,12.0965454474112,37.3748619183195,,,,,,17980083,Upper middle income,
Ecuador,ECU,2024,,,48.8091845545471,12.4166360262669,36.3925485282803,,,,,,18135478,Upper middle income,
Ecuador,ECU,2025,,,48.1380745343627,12.7345924195644,35.4034821147983,,,,,,18289896,Upper middle income,
Ecuador,ECU,2026,,,47.4938645866903,13.0618771126093,34.4319874740809,,,,,,18444506,Upper middle income,
Ecuador,ECU,2027,,,46.9072528912586,13.4010748370542,33.5061780542044,,,,,,18600320,Upper middle income,
Ecuador,ECU,2028,,,46.4853353600655,13.7626691263599,32.7226662337057,,,,,,18757226,Upper middle income,
Ecuador,ECU,2029,,,46.2216270858549,14.147501427111,32.0741256587439,,,,,,18914095,Upper middle income,
Ecuador,ECU,2030,,,46.0499530366278,14.5502131273194,31.4997399093083,,,,,,19069719,Upper middle income,
Ecuador,ECU,2031,,,45.9687051484263,14.9713599173704,30.9973452310559,,,,,,19222811,Upper middle income,
Ecuador,ECU,2032,,,45.9227095067191,15.4059815169831,30.516727989736,,,,,,19372500,Upper middle income,
Ecuador,ECU,2033,,,45.8593713161509,15.8483781031578,30.0109932129931,,,,,,19518745,Upper middle income,
Ecuador,ECU,2034,,,45.8424268408743,16.3053222888416,29.5371045520327,,,,,,19661352,Upper middle income,
Ecuador,ECU,2035,,,45.9165156538676,16.7823845995686,29.134131054299,,,,,,19800128,Upper middle income,
Ecuador,ECU,2036,,,46.0791857678796,17.2794675038238,28.7997182640558,,,,,,19935165,Upper middle income,
Ecuador,ECU,2037,,,46.3216255876162,17.795724391427,28.5259011961892,,,,,,20066378,Upper middle income,
Ecuador,ECU,2038,,,46.6295692003169,18.3301275139179,28.299441686399,,,,,,20193575,Upper middle income,
Ecuador,ECU,2039,,,46.9778810445363,18.8806517757171,28.0972292688192,,,,,,20316265,Upper middle income,
Ecuador,ECU,2040,,,47.3465503943717,19.4456846976407,27.900865696731,,,,,,20434220,Upper middle income,
Ecuador,ECU,2041,,,47.7302474706054,20.025921787581,27.7043256830244,,,,,,20547450,Upper middle income,
Ecuador,ECU,2042,,,48.1269468503272,20.6226780055045,27.5042688448227,,,,,,20655768,Upper middle income,
Ecuador,ECU,2043,,,48.5377753618309,21.2374058693627,27.3003694924682,,,,,,20759130,Upper middle income,
Ecuador,ECU,2044,,,48.9673510520756,21.873045280569,27.0943057715066,,,,,,20857470,Upper middle income,
Ecuador,ECU,2045,,,49.4208031038657,22.5327458906051,26.8880572132606,,,,,,20950628,Upper middle income,
Ecuador,ECU,2046,,,49.9012606122754,23.2182556573508,26.6830049549246,,,,,,21038531,Upper middle income,
Ecuador,ECU,2047,,,50.4120434034244,23.9301719601117,26.4818714433127,,,,,,21121175,Upper middle income,
Ecuador,ECU,2048,,,50.9553822176882,24.6702655265277,26.2851166911605,,,,,,21198613,Upper middle income,
Ecuador,ECU,2049,,,51.5372038365443,25.4434873427236,26.0937164938208,,,,,,21270656,Upper middle income,
Ecuador,ECU,2050,,,52.1391473414591,26.2341462280756,25.9050011133835,,,,,,21337237,Upper middle income,
Egypt,EGY,2000,4.92244291,,69.3934549848784,6.8195207771389,62.5739342077394,67.332,39.6,6.366,,1366.09274372613,73083284,Lower middle income,7.219709932208249
Egypt,EGY,2001,5.40030336,,67.9402422543577,6.77028916634008,61.1699530880177,67.612,37.5,6.375,,1295.1374184163,74652029,Lower middle income,7.166372083111063
